==== This output can be found in Systems/dx986/os/fileprint_var_adm_sulog.txt ====
==== START fileprint /var/adm/sulog Tue Jul  7 00:44:40 GST 2015 ====
==== BEGIN Contents of /var/adm/sulog ====
SU 03/02 06:07 + tty?? root-pconsole
SU 03/02 06:26 + tty?? root-pconsole
SU 03/03 01:59 + tty?? root-pconsole
SU 03/03 02:04 + tty?? root-pconsole
SU 03/03 02:16 + tty?? root-pconsole
SU 03/03 02:25 + tty?? root-pconsole
SU 03/03 02:30 + tty?? root-pconsole
SU 03/04 02:08 + tty?? root-pconsole
SU 03/04 06:04 + tty?? root-pconsole
SU 03/05 10:33 + tty?? root-pconsole
SU 03/05 10:38 + tty?? root-pconsole
SU 03/05 12:21 + tty?? root-pconsole
SU 03/05 12:26 + tty?? root-pconsole
SU 03/05 13:29 + tty?? root-pconsole
SU 03/05 13:41 + tty?? root-pconsole
SU 03/05 14:18 + tty?? root-pconsole
SU 03/05 14:57 + tty?? root-pconsole
SU 04/19 16:20 + tty?? root-pconsole
SU 04/19 16:35 + tty?? root-pconsole
SU 04/19 16:55 + tty?? root-pconsole
SU 04/19 17:03 + tty?? root-pconsole
SU 04/19 17:09 + tty?? root-pconsole
SU 04/20 08:01 + tty?? root-pconsole
SU 04/20 08:08 + tty?? root-pconsole
SU 04/20 08:41 + tty?? root-pconsole
SU 04/20 08:47 + tty?? root-pconsole
SU 04/20 09:24 + tty?? root-pconsole
SU 04/20 09:30 + tty?? root-pconsole
SU 04/20 10:08 + tty?? root-pconsole
SU 04/20 10:14 + tty?? root-pconsole
SU 04/21 03:02 + pts/0 root-oracle
SU 04/21 13:21 + tty?? root-pconsole
SU 04/21 13:28 + tty?? root-pconsole
SU 04/21 16:59 + pts/0 root-oracle
SU 04/21 18:06 + pts/0 root-oracle
SU 04/21 18:39 + pts/0 root-oracle
SU 04/21 18:46 + pts/0 root-oracle
SU 04/21 18:46 + pts/0 root-oracle
SU 04/21 18:49 + pts/0 root-oracle
SU 04/21 18:55 + pts/0 root-oracle
SU 04/21 18:57 + pts/0 root-oracle
SU 04/21 19:00 + pts/0 root-oracle
SU 04/21 19:07 + pts/0 root-oracle
SU 04/21 19:17 + pts/0 root-oracle
SU 04/21 19:23 + pts/0 root-oracle
SU 04/22 09:15 + pts/0 root-oracle
SU 04/22 09:26 + pts/0 root-oracle
SU 04/22 09:45 + pts/0 root-oracle
SU 04/22 09:57 + pts/0 root-oracle
SU 04/22 10:36 + pts/0 root-oracle
SU 04/22 10:56 + pts/0 root-oracle
SU 04/22 12:06 + pts/0 root-oracle
SU 04/22 12:20 + pts/1 root-oracle
SU 04/22 12:43 + pts/0 root-oracle
SU 04/22 12:53 + pts/0 root-oracle
SU 04/22 13:28 + pts/0 root-root
SU 04/22 13:28 + pts/0 root-oracle
SU 04/22 15:09 + pts/2 root-oracle
SU 04/22 20:43 + pts/1 root-oracle
SU 04/22 20:43 + pts/2 root-oracle
SU 04/22 21:44 + pts/2 root-root
SU 04/22 21:44 + pts/2 root-oracle
SU 04/22 23:17 + pts/1 root-oracle
SU 04/23 11:42 + pts/1 root-oracle
SU 04/23 16:48 + pts/3 root-oracle
SU 04/24 19:37 + pts/0 root-oracle
SU 04/26 15:36 + pts/1 root-oracle
SU 04/26 21:19 + vty0 root-oracle
SU 04/26 21:52 + tty?? root-oracle
SU 04/26 22:01 + tty?? root-oracle
SU 04/26 22:06 + pts/3 root-oracle
SU 04/26 22:10 + tty?? root-oracle
SU 04/26 22:22 + tty?? root-oracle
SU 04/27 08:29 + pts/0 root-oracle
SU 04/29 10:19 + pts/1 oracle-root
SU 04/29 16:42 + pts/6 root-oracle
SU 04/30 12:10 + tty?? root-oracle
SU 04/30 12:21 + tty?? root-oracle
SU 04/30 12:40 + tty?? root-pconsole
SU 04/30 12:58 + tty?? root-oracle
SU 05/05 08:41 + pts/9 root-oracle
SU 05/05 14:07 + pts/8 root-oracle
SU 05/05 14:08 + pts/13 root-oracle
SU 05/05 14:08 + pts/8 root-oracle
SU 05/05 14:26 + pts/15 root-oracle
SU 05/07 08:55 + pts/15 root-oracle
SU 05/07 13:18 + pts/22 root-oracle
SU 05/07 13:28 + pts/21 root-oracle
SU 05/07 15:38 + tty?? root-oracle
SU 05/07 15:40 + tty?? root-pconsole
SU 05/07 15:47 + tty?? root-pconsole
SU 05/07 17:53 + tty?? root-pconsole
SU 05/07 18:00 + tty?? root-pconsole
SU 05/07 19:45 + tty?? root-oracle
SU 05/07 19:47 + pts/1 root-oracle
SU 05/07 19:50 + tty?? root-oracle
SU 05/07 19:58 + tty?? root-oracle
SU 05/07 20:01 + tty?? root-oracle
SU 05/07 20:03 + tty?? root-pconsole
SU 05/07 20:11 + tty?? root-pconsole
SU 05/07 20:23 + tty?? root-oracle
SU 05/07 20:25 + pts/0 root-oracle
SU 05/10 09:54 + pts/8 oracle-root
SU 06/30 15:01 + pts/0 root-oracle
==== END Contents of /var/adm/sulog ====
==== EXITED with rc 0 ====
==== END fileprint /var/adm/sulog Tue Jul  7 00:44:40 GST 2015 ====
