==== This output can be found in Systems/dx986/os/iostat-^A.txt ====
==== START iostat -A Tue Jul  7 00:45:13 GST 2015 ====

System configuration: lcpu=32 drives=710 ent=3.60 paths=0 vdisks=10 maxserver=960

aio: avgc avfc maxgc maxfc maxreqs avg-cpu: % user % sys % idle % iowait physc % entc
     16.4  0.0   177     0    131072            11.9   4.7   80.2      3.2   0.9   25.3

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk714         0.1      52.2       0.1   380501004   4267356

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk715         0.1      54.1       0.1   394569209   4384952
hdisk710         0.0       0.0       0.0          8         0
hdisk729         2.0     106.6       7.2   463503261  322248220
hdisk726         0.1      53.3       0.1   388448473   4331776
hdisk725         0.1      54.3       0.1   396220641   4295104
hdisk732         2.0     107.7       7.3   458693699  335511284
hdisk736         2.0     107.9       7.3   464646499  330410204
hdisk734         2.0     106.4       7.2   456109616  328212436
hdisk740         0.1      41.8       0.1   231306254  76703140
hdisk737         0.1      42.5       0.1   236564159  76377312
hdisk741         0.1      42.0       0.1   232621325  76709444
hdisk738         0.1      42.4       0.1   236009635  76591176
hdisk739         0.1      42.5       0.1   236104836  76991492
hdisk802         0.6     187.3       1.7   692527750  687969676
hdisk804         0.0      20.7       0.1   99150749  53687312
hdisk743         0.1      42.6       0.1   237800375  76346432
hdisk744         0.1      42.6       0.1   237633325  76130792
hdisk803         0.6     187.4       1.7   692831259  688612636
hdisk809         0.0       5.5       0.2   32809880   7499280
hdisk806         0.0       0.0       0.0      19305      8280
hdisk810         0.0       1.8       0.0   13312745    232912
hdisk812         0.1      62.3       0.3   152881617  306679895
hdisk808         0.0       2.4       0.0   17577253    239644
hdisk805         0.0      20.8       0.1   99213057  53749420

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk811         0.1      62.3       0.3   152833130  306662181
hdisk748         0.1      56.7       0.1   413614084   4580108
hdisk807         0.0       0.0       0.0         10      7056
hdisk742         0.1      42.2       0.1   234815505  76456680
hdisk753         0.1      57.6       0.1   420145600   4797968
hdisk755         0.1      58.5       0.1   426299367   4865288
hdisk752         0.1      59.1       0.1   430824923   4638276
hdisk750         0.1      58.5       0.1   426527114   4740172
hdisk756         0.1      57.1       0.1   416351435   4696652
hdisk758         0.1      58.0       0.1   422707982   4767888
hdisk759         0.1      59.0       0.1   429951017   4639112
hdisk762         0.1      60.6       0.1   442219301   4552032
hdisk761         0.1      57.5       0.1   419537393   4665280
hdisk760         0.1      58.8       0.1   428759637   4617376
hdisk747         0.1      57.6       0.1   420298071   4611732
hdisk765         2.0     115.5       7.8   505587973  345910128
hdisk766         2.0     116.0       7.9   501228432  354197060
hdisk746         0.1      57.2       0.1   417001142   4645352
hdisk767         2.0     117.4       8.0   502458735  362853156
hdisk768         2.0     116.0       7.8   500448128  354510028
hdisk770         2.0     116.8       7.9   505479879  355730352
hdisk769         2.0     116.1       7.8   501106548  355048928
hdisk772         0.1      44.4       0.1   246846400  80337148
hdisk751         0.1      58.9       0.1   429439640   4878748

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk775         0.1      43.5       0.1   240664694  80199916
hdisk754         0.1      57.6       0.1   419681872   4708668
hdisk773         0.1      44.2       0.1   245871314  79986040
hdisk771         2.0     117.5       8.0   508077983  357803388
hdisk777         0.1      44.1       0.1   244955199  80301024
hdisk779         0.1      44.4       0.1   247276017  80115272
hdisk763         0.1      59.1       0.1   430772333   4646752
hdisk813         0.5     199.4       1.8   731120457  738998464
hdisk776         0.1      43.7       0.1   241856545  80610180
hdisk778         0.1      44.5       0.1   247635854  80138908
hdisk749         0.1      56.6       0.1   412387268   4575896
hdisk764         2.0     116.2       7.9   507869886  349008044
hdisk757         0.1      58.4       0.1   425371924   4792408
hdisk815         0.0      22.5       0.1   107480005  58088260
hdisk816         0.0      22.5       0.1   107325381  58254668
hdisk817         0.0       0.0       0.0      26568      9324
hdisk818         0.0       0.0       0.0         10      7376
hdisk819         0.0       2.7       0.0   19834800    257692
hdisk822         0.1      65.2       0.3   160526335  319827531
hdisk814         0.5     199.6       1.8   731921129  739673004
hdisk821         0.0       2.0       0.0   14635630    256692
hdisk823         0.1      65.0       0.3   160075501  319214060
hdisk14          0.0       0.1       0.0     429705    170844
hdisk774         0.1      44.2       0.1   245586254  79977756

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk820         0.0       5.9       0.2   35518426   7736236
hdisk360         0.0       0.2       0.0    1044159     71052
hdisk363         0.0       0.2       0.0    1404308    193104
hdisk362         0.0       0.2       0.0    1065455     83420
hdisk524         0.0       0.0       0.0       1418         0
hdisk525         0.0       0.0       0.0        437         0
hdisk359         0.0       0.2       0.0    1050813     73044
hdisk526         0.0       0.0       0.0        437         0
hdisk364         0.0       0.2       0.0    1351475    174140
hdisk529         0.0       0.0       0.0        449     18004
hdisk533         0.0       0.0       0.0        505         0
hdisk528         0.0       0.0       0.0        437         0
hdisk361         0.0       0.1       0.0    1024379     75544
hdisk536         0.0       0.0       0.0        445         0
hdisk535         0.0       0.0       0.0        437         0
hdisk527         0.0       0.0       0.0        445         0
hdisk530         0.0       0.0       0.0        581         0
hdisk534         0.0       0.0       0.0        569         0
hdisk531         0.0       0.0       0.0        629         0
hdisk532         0.0       0.0       0.0        457         0
hdisk540         0.0       0.0       0.0        437         0
hdisk541         0.0       0.0       0.0        437         0
hdisk538         0.0       0.0       0.0        437         0
hdisk620         0.0       0.0       0.0        561         0

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk621         0.0       0.0       0.0        264         0
hdisk537         0.0       0.0       0.0        437         0
hdisk623         0.0       0.0       0.0        265         0
hdisk626         0.0       0.0       0.0        265     18076
hdisk624         0.0       0.0       0.0        265         0
hdisk627         0.0       0.0       0.0        265         0
hdisk629         0.0       0.0       0.0        265         0
hdisk539         0.0       0.0       0.0        437         0
hdisk622         0.0       0.0       0.0        265         0
hdisk15          0.0       0.1       0.0     420463    166309
hdisk625         0.0       0.0       0.0        265         0
hdisk628         0.0       0.0       0.0        265         0
hdisk410         0.0       0.1       0.0    1008940     74788
hdisk409         0.0       0.2       0.0    1046044     73020
hdisk408         0.0       0.2       0.0    1235455     72420
hdisk411         0.0       0.2       0.0    1056340     83504
hdisk412         0.0       0.2       0.0    1410556    191444
hdisk544         0.0       0.0       0.0          4         0
hdisk542         0.0       0.1       0.0     455641         0
hdisk413         0.0       0.2       0.0    1365072    176008
hdisk547         0.0       0.0       0.0          8     18076
hdisk548         0.0       0.0       0.0        148         0
hdisk546         0.0       0.0       0.0          4         0
hdisk549         0.0       0.0       0.0        196         0

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk551         0.0       0.0       0.0         72         0
hdisk545         0.0       0.0       0.0         12         0
hdisk550         0.0       0.0       0.0         24         0
hdisk555         0.0       0.0       0.0          4         0
hdisk552         0.0       0.0       0.0        136         0
hdisk556         0.0       0.0       0.0          4         0
hdisk557         0.0       0.0       0.0          4         0
hdisk554         0.0       0.0       0.0         12         0
hdisk543         0.0       0.0       0.0          4         0
hdisk553         0.0       0.0       0.0          4         0
hdisk631         0.0       0.0       0.0          4         0
hdisk632         0.0       0.0       0.0          4         0
hdisk558         0.0       0.0       0.0          4         0
hdisk635         0.0       0.0       0.0          4         0
hdisk630         0.0       0.0       0.0     279829         0
hdisk559         0.0       0.0       0.0          4         0
hdisk634         0.0       0.0       0.0          4         0
hdisk633         0.0       0.0       0.0          4         0
hdisk638         0.0       0.0       0.0          4         0
hdisk637         0.0       0.0       0.0          4         0
hdisk636         0.0       0.0       0.0          4     18124
hdisk639         0.0       0.0       0.0          4         0
hdiskpower0      0.0       0.0       0.0          4         0
hdiskpower1      0.0       1.0       0.3    6300719   1179087

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdiskpower45     0.0       1.1       0.0    7567818    514164
hdiskpower46     0.0       1.1       0.0    7324548    503116
hdiskpower47     0.0       1.0       0.0    7175056    526096
hdiskpower48     0.0       1.1       0.0    7358044    590676
hdiskpower49     0.0       1.5       0.1    9930760   1347912
hdiskpower50     0.0       1.5       0.1    9665804   1232160
hdiskpower53     0.0       0.1       0.0     671290         0
hdiskpower54     0.0       0.0       0.0        434         0
hdiskpower55     0.0       0.0       0.0        458         0
hdiskpower56     0.0       0.0       0.0        530         0
hdiskpower57     0.0       0.0       0.0        434         0
hdiskpower58     0.0       0.0       0.0        474    126652
hdiskpower59     0.0       0.0       0.0       1462         0
hdiskpower60     0.0       0.0       0.0       1778         0
hdiskpower61     0.0       0.0       0.0        590         0
hdiskpower62     0.0       0.0       0.0        914         0
hdiskpower63     0.0       0.0       0.0       1390         0
hdiskpower64     0.0       0.0       0.0        434         0
hdiskpower65     0.0       0.0       0.0        494         0
hdiskpower66     0.0       0.0       0.0        450         0
hdiskpower67     0.0       0.0       0.0        434         0
hdiskpower68     0.0       0.0       0.0        434         0
hdiskpower69     0.0       0.0       0.0        434         0
hdiskpower70     0.0       0.0       0.0        434         0

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdiskpower71     0.0       0.1       0.0     411914         0
hdiskpower72     0.0       0.0       0.0        262         0
hdiskpower73     0.0       0.0       0.0        262         0
hdiskpower74     0.0       0.0       0.0        262         0
hdiskpower75     0.0       0.0       0.0        262         0
hdiskpower76     0.0       0.0       0.0        262         0
hdiskpower77     0.0       0.0       0.0        262    127136
hdiskpower78     0.0       0.0       0.0        262         0
hdiskpower79     0.0       0.0       0.0        262         0
hdiskpower80     0.0       0.0       0.0        262         0
hdiskpower81     0.4     439.1       0.9   3201144906  35943960
hdiskpower82     0.4     442.0       1.0   3222517297  35525400
hdiskpower83     0.4     434.4       1.0   3167008257  35342424
hdiskpower84     0.4     433.7       1.0   3162163537  35183056
hdiskpower85     0.5     448.8       1.0   3271875737  36443524
hdiskpower86     0.5     452.4       1.0   3297464057  37448408
hdiskpower87     0.5     452.9       1.0   3302759337  35616940
hdiskpower88     0.4     442.7       1.0   3226585689  36786480
hdiskpower89     0.4     441.3       1.0   3216696033  36194392
hdiskpower90     0.5     447.9       1.0   3264451417  37484456
hdiskpower91     0.4     438.3       1.0   3195096289  35974180
hdiskpower92     0.5     447.4       1.0   3261513185  36839528
hdiskpower93     0.5     444.8       1.0   3241959353  36689376
hdiskpower94     0.5     452.7       1.0   3301081617  35953664

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdiskpower95     0.5     451.7       1.0   3294002809  35396256
hdiskpower96     0.4     441.7       1.0   3219760281  35938312
hdiskpower97     0.5     464.6       1.0   3389863937  34855180
hdiskpower98     0.5     453.0       1.0   3303772601  35811424
hdiskpower99    10.4     889.6      60.2   3873044482  2684519808
hdiskpower100   10.3     884.4      59.9   3859425867  2660002952
hdiskpower101   10.3     889.2      60.2   3830544139  2724426952
hdiskpower102   10.4     899.5      61.1   3838919819  2791876448
hdiskpower103   10.3     888.5      60.1   3821002507  2728249700
hdiskpower104   10.3     889.1      60.1   3822087275  2731859940
hdiskpower105   10.4     894.0      60.9   3853363547  2736665560
hdiskpower106   10.4     899.8      61.2   3880524531  2752100684
hdiskpower107    0.3     346.6       0.8   1928977930  626092444
hdiskpower108    0.3     346.0       0.8   1923665104  626962160
hdiskpower109    0.3     345.7       0.8   1921735960  626712136
hdiskpower110    0.3     340.4       0.8   1882065124  626913404
hdiskpower111    0.3     341.8       0.8   1892134420  627608236
hdiskpower112    0.3     344.8       0.8   1914911204  626709776
hdiskpower113    0.3     347.5       0.8   1936574676  625199140
hdiskpower114    0.3     347.7       0.8   1937759816  625254056
hdiskpower115    3.0     1539.5      14.2   5677611506  5671125396
hdiskpower116    3.0     1540.5      14.2   5680943098  5674529424
hdiskpower117    0.2     172.9       0.8   828530074  446183492
hdiskpower118    0.2     172.9       0.8   827779706  447097172

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdiskpower119    0.0       0.0       0.0     152538     69860
hdiskpower120    0.0       0.0       0.0         90     56792
hdiskpower121    0.0      20.5       0.2   149421428   1994224
hdiskpower122    0.2      45.3       1.8   272913713  61058308
hdiskpower123    0.0      15.4       0.1   111541329   1958404
hdiskpower124    0.5     509.9       2.3   1253802191  2504871404
hdiskpower125    0.5     509.5       2.3   1251227499  2504871380
hdisk16          0.0       3.6       0.4    8438182  18264653
hdisk17          0.0       3.9       0.4    9828400  19107293
hdisk19          0.0       3.7       0.4    8651402  18584995
hdisk18          0.0       4.0       0.4   10002935  19394820
hdisk20          0.0       4.0       0.4    9937359  19244738
hdisk21          0.0       3.6       0.4    8540151  18333138
hdisk22          0.0       3.7       0.4    8565205  18473564
hdisk23          0.0       4.0       0.4    9992741  19373032
hdiskpower2      0.2      30.5       3.0   73956345  150776235
==== EXITED with rc 0 ====
==== END iostat -A Tue Jul  7 00:45:13 GST 2015 ====
