==== This output can be found in Systems/dx980/perf/mpstat-a.txt ====
==== START mpstat -a Mon Jul  6 23:15:49 GST 2015 ====

System configuration: lcpu=48 ent=6.0 mode=Uncapped 

cpu    min    maj   mpcs   mpcr    dev   soft    dec     ph     cs    ics  bound     rq   push S3pull  S3grd  S0rd  S1rd  S2rd  S3rd  S4rd  S5rd   sysc    us    sy    wa    id    pc   %ec   ilcs   vlcs S3hrd S4hrd S5hrd
 12 1307632   1857    101   1755   7391    764 4756638  54830 254135 225691      0      0      0   1234    466  14.8   0.1   0.0  84.6   0.0   0.5 3784431  43.5  29.4   0.1  27.1  0.00   0.0 2387501  42366  97.7   2.3   0.0     0
 13  76272    379     95   1755   6120    124 4745618  14163 221114 217915      0      0      0     26      1   2.9  97.0   0.0   0.1   0.0   0.0 296708   6.0  32.0   0.1  61.9  0.00   0.0 2375006  21834  99.9   0.1   0.0     0
 14   5863     25     91   1755   5206     16 1303012  10402 216171 215539      0      0      0      0      0   0.4  99.5   0.0   0.1   0.0   0.0   5020   0.2  17.4   0.0  82.4  0.00   0.0 654187  12905 100.0   0.0   0.0     0
 15   7151     19     85   1755   5103     20 1302693   8616 216459 215562      0      0      0      0      0   0.5  99.4   0.0   0.1   0.0   0.0   7763   0.2  17.1   0.0  82.7  0.00   0.0 654163  12579 100.0   0.0   0.0     0
 16 198053263  96670  32357   1698 9605929 5271032 73011578 1324037 26135023 4606018      1      3      0  23133 4905413  81.8   0.0   0.0   0.3   0.0  17.9 590800899  36.0  59.1   0.2   4.7  0.00   0.0  15303 87530922  55.8  44.2   0.0     0
 17 436997   1942   9826   1755 983022   4043 5681634  31368 299135 257540      0      0      0      0     13  24.2  75.8   0.0   0.1   0.0   0.0 1561525   1.4   2.3   0.3  95.9  0.00   0.0 2271057 2286674  26.0  74.0   0.0     0
 18  30871    126   9696   1755 962413   2491 2539242  16849 219648 218303      0      0      0      0     63   1.4  98.6   0.0   0.0   0.0   0.0 133318   0.1   1.5   0.0  98.4  0.00   0.0 672298 2116263   2.0  98.0   0.0     0
 19  23710     68   9680   1755 941966   2323 2536518  17114 218917 217493      0      0      0      0    101   1.0  98.9   0.0   0.0   0.0   0.1  61352   0.1   1.5   0.0  98.4  0.00   0.0 672298 2092655   1.6  98.4   0.0     0
 20 769329    611    107   1755   4187    336 4748981 125386 232613 221877      0      0      0    619    364   7.1   0.1   0.0   1.1   0.0  91.7 1413009  29.7  38.8   0.0  31.4  0.00   0.0 2389229  20838  98.7   1.3   0.0     0
 21  95121     86     89   1755   2879     90 1306697  10359 220963 217925      0      0      0      7      0   2.7  97.2   0.0   0.0   0.0   0.0 223458   7.9  14.7   0.1  77.3  0.00   0.0 657306  14751  99.9   0.1   0.0     0
 22   2005      1     83   1755   2994     12 1301613   7907 215607 215414      0      0      0      0      0   0.2  99.8   0.0   0.0   0.0   0.0   2656   0.1  14.4   0.0  85.5  0.00   0.0 654375   9212 100.0   0.0   0.0     0
 23   1965     16     85   1755   2818      7 1301894   9177 215549 215339      0      0      0      0      0   0.2  99.8   0.0   0.0   0.0   0.0   3919   0.1  14.2   0.0  85.7  0.00   0.0 654372   9371 100.0   0.0   0.0     0
 24 15326886  16064   1114   1754 175763   5092 4800211 140866 920812 345738      0      0      0   9826  31101  68.5   0.1   0.0   6.0   0.0  25.5 30636016  64.6  27.7   0.7   7.0  0.00   0.0 2378405 795994  75.7  24.3   0.0     0
 25 114541    591    803   1755 122059    266 4597169  16507 224716 219466      0      0      0      0      9   4.1  95.8   0.0   0.1   0.0   0.0 1179794  11.6  16.2   0.5  71.7  0.00   0.0 2373636 164781   4.6  95.4   0.0     0
 26  10036     12    773   1755 119933    228 1325644  12112 216092 215798      0      0      0      0      5   0.4  99.6   0.0   0.0   0.0   0.0  36395   0.5  10.7   0.0  88.7  0.00   0.0 653287 148824   0.4  99.6   0.0     0
 27  13316     17    773   1755 118919    221 1326283  11064 217278 216449      0      0      0      0      3   0.9  99.1   0.0   0.0   0.0   0.0  11725   0.6  10.6   0.0  88.8  0.00   0.0 653256 148019   0.7  99.3   0.0     0
 28 592732    538     55   1755   3892    193 4758254 124114 226586 219440      0      0      0    480    267   4.8   0.0   0.0   0.8   0.0  94.3 833758  33.3  33.6   0.0  33.1  0.00   0.0 2388555  19003  98.8   1.2   0.0     0
 29  88795     84     48   1755   3458    144 4761108  18570 238025 233512      0      0      0     15      0   9.6  90.3   0.0   0.0   0.0   0.0 441673   5.0  39.7   0.1  55.3  0.00   0.0 2376670  18907  99.9   0.1   0.0     0
 30    985      3     50   1755   2507     10 1305558  11645 218492 218325      0      0      0      0      2   1.5  98.4   0.0   0.0   0.0   0.0   3184   0.4  19.5   0.0  80.1  0.00   0.0 654380   9427 100.0   0.0   0.0     0
 31   2229      2     47   1755   2376     11 1304628   8951 218004 217717      0      0      0      0      1   1.3  98.7   0.0   0.0   0.0   0.0   1905   0.1  19.1   0.0  80.7  0.00   0.0 654300   9012 100.0   0.0   0.0     0
 32 5680881   6413    461   1755  47865   1915 4638638  71181 381854 233904      0      0      0    177   8981  43.0   0.0   0.0   2.2   0.0  54.7 13583866  52.4  28.6   0.5  18.5  0.00   0.0 2381574 284110  49.9  50.1   0.0     0
 33  86644    771    394   1755  32793     70 4572332  15821 221232 218930      0      0      0      0      4   3.2  96.7   0.0   0.0   0.0   0.0  73613   8.0  23.8   0.3  68.0  0.00   0.0 2374128  58123   2.9  97.1   0.0     0
 34  14136      8    388   1755  32566     48 4565758  15316 216883 216435      0      0      0      0      3   0.8  99.2   0.0   0.0   0.0   0.0   9938   0.2  22.6   0.0  77.2  0.00   0.0 2371788  51218   0.4  99.6   0.0     0
 35   8803     24    347   1755  31134     41 1312676  13935 216988 216404      0      0      0      0      3   0.8  99.1   0.0   0.0   0.0   0.0   5638   0.4  14.7   0.0  84.8  0.00   0.0 653316  47133   0.5  99.5   0.0     0
 36 576016    595     49   1755   3516    249 4753034 114280 227435 219884      0      0      0    482    293   5.3   0.0   0.0   0.8   0.0  93.9 1076861  30.8  32.8   0.0  36.3  0.00   0.0 2391067  18033  98.9   1.1   0.0     0
 37 101607     41     54   1755   3592    122 4748724  22874 224235 221147      0      0      0      9      0   4.1  95.8   0.0   0.0   0.0   0.0 257517   5.8  37.3   0.0  56.8  0.00   0.0 2379617  18660  99.9   0.1   0.0     0
 38   1147      2     63   1755   3654     16 4743851  22276 219352 218931      0      0      0      0      0   1.9  98.1   0.0   0.0   0.0   0.0  17640   0.3  42.1   0.0  57.7  0.00   0.0 2376579  13628 100.0   0.0   0.0     0
 39   2018      0     50   1755   2334     23 1302252  15218 215884 215640      0      0      0      0      0   0.3  99.6   0.0   0.0   0.0   0.0  37305   0.1  17.2   0.0  82.7  0.00   0.0 654419   8974 100.0   0.0   0.0     0
 40 981937   1861     51   1755   5958    133 4567543  77437 237466 222274      0      0      0      3   1549   9.8   0.0   0.0   0.4   0.0  89.7 2857680  36.6  30.8   0.1  32.5  0.00   0.0 2380527  37907  12.3  87.7   0.0     0
 41  94113    691     55   1755   5208     28 4561548  17191 219684 217621      0      0      0      1      1   2.5  97.5   0.0   0.0   0.0   0.0 122293   9.8  34.2   0.2  55.7  0.00   0.0 2374566  21590   2.6  97.4   0.0     0
 42   1477     83     56   1755   4266     13 1302095  12305 215535 215406      0      0      0      0      2   0.2  99.8   0.0   0.0   0.0   0.0   1450   0.1  19.7   0.0  80.1  0.00   0.0 652893  10950   0.1  99.9   0.0     0
 43   1971      7     55   1755   4194     17 1302880   9405 215541 215390      0      0      0      0      0   0.2  99.8   0.0   0.0   0.0   0.0    887   0.3  19.5   0.0  80.2  0.00   0.0 652869  11664   0.1  99.9   0.0     0
 44 527764    533  29646   1755 9609850  34701 37330080 190502 224715 219327      0      0      0    418    216   4.1   0.0   0.0   0.7   0.0  95.2 692480   5.8  57.6   0.0  36.6  0.00   0.0  17919 47137447  99.0   1.0   0.0     0
 45  65811     59     50   1755   3011     85 4745030  20438 219500 217095      0      0      0     11      0   2.1  97.9   0.0   0.0   0.0   0.0 243337   0.6   6.7   0.0  92.7  0.00   0.0 2377555  17641 100.0   0.0   0.0     0
 46    855      2     53   1755   2099     10 1301536   9277 215552 215397      0      0      0      0      0   0.2  99.8   0.0   0.0   0.0   0.0  25715   0.0   1.8   0.0  98.2  0.00   0.0 654930   8155 100.0   0.0   0.0     0
 47   1670      1     53   1755   2005      3 1301832   7879 216227 215339      0      0      0      0      0   0.5  99.5   0.0   0.0   0.0   0.0   8368   0.0   1.7   0.0  98.2  0.00   0.0 654961   9191 100.0   0.0   0.0     0
ALL 823264139 219584 260897 259070 59469756 138540367 840113683 15067353 465976772 51352349      2      5     20 399562 9626332  95.8   1.6   0.0   0.3   0.0   2.3 9867222817  10.5  46.6   0.0  42.8  0.02   0.3 62354044 789510193  62.5  37.5   0.0     0
==== EXITED with rc 0 ====
==== END mpstat -a Mon Jul  6 23:15:49 GST 2015 ====
