==== This output can be found in Systems/dx977/perf/mpstat-a.txt ====
==== START mpstat -a Tue Jul  7 00:15:37 GST 2015 ====

System configuration: lcpu=48 ent=6.0 mode=Uncapped 

cpu    min    maj   mpcs   mpcr    dev   soft    dec     ph     cs    ics  bound     rq   push S3pull  S3grd  S0rd  S1rd  S2rd  S3rd  S4rd  S5rd   sysc    us    sy    wa    id    pc   %ec   ilcs   vlcs S3hrd S4hrd S5hrd
  9 70284174 4725652 171936 3204064 1372991615 9667270 310246945 68217750 388060296 115163948      0      0      3  90534  46989  89.2  10.6   0.0   0.1   0.0   0.0 926078021  32.2   5.7   3.8  58.3  0.06   0.0 121976738 1702868547  91.0   8.9   0.0     0
 10 1640800 233916  62393 3206856 1349689462 8946723 87796596 10856091 14329957 6353583      0      0      0   1761   7218  64.8  33.6   0.0   1.5   0.0   0.1 26278192   1.9   4.0   0.2  93.9  0.04   0.0 21033669 1434210535  82.9  17.0   0.1     0
 11 1247252 227481  82295 3206422 1331006823 8491005 82217353 9896209 14275603 6159768      0      0      0   1729   6996  65.5  32.7   0.0   1.7   0.0   0.1 26040502   1.6   3.9   0.2  94.3  0.04   0.0 18192781 1411360131  83.1  16.9   0.1     0
 12 918161662 50395592 11417447 2959954 1037637028 19367049 647610808 288282216 4615109171 927941206      1      1    118 139474138 67303657  88.6   0.5   0.0   6.5   0.0   4.4 14348401049  77.8  20.1   1.1   1.0  0.13   0.0      0 2585261820  78.9  20.9   0.2     0
 13 84390842 3699164 123881 3204588 785485608 6501212 236364080 61710982 341249286 63645210      0      0     16 171233  50766  88.4  11.4   0.0   0.1   0.0   0.1 1238982921  38.8   6.9   3.8  50.5  0.04   0.0 67451908 1068323720  94.8   5.1   0.1     0
 14 1152338 132006  24148 3207220 769944608 6033726 58019056 6489344 8700863 3288098      0      0      6   1422   3069  69.4  29.1   0.0   1.5   0.0   0.1 19840691   2.1   3.6   0.2  94.1  0.03   0.0 17142804 823234823  93.9   6.0   0.1     0
 15 1097726 120972  27299 3207150 757793122 5758628 55427359 5986862 8238817 3155967      0      0     18   1270   2876  68.6  29.8   0.0   1.5   0.0   0.1 18935124   1.9   3.5   0.2  94.5  0.03   0.0 16298705 808857768  93.9   6.0   0.1     0
 16 477514106 27385772 2338425 3157072 644577197 7035573 480593492 228136574 2544352627 361966236      1      1      3 52110198 70100901  89.1   0.4   0.0   5.7   0.0   4.8 6844118989  85.3  12.0   1.3   1.4  0.10   0.0 142168723 1852397103  85.3  14.5   0.2     0
 17 50440995 1730137  83896 3205843 531448434 4551151 181382512 53545554 216539798 33484601      0      0      1  87049  42384  91.3   8.5   0.0   0.2   0.0   0.1 835383979  45.3   4.4   2.3  48.1  0.03   0.0 55682257 744100805  96.0   3.9   0.0     0
 18 1293497 185113 111766 3205163 520794830 4146544 48420851 6254968 8980871 2477276      0      0      0    685   2238  79.3  18.3   0.0   2.4   0.0   0.0 19387810   3.0   3.4   0.2  93.5  0.02   0.0 13868329 563875535  87.1  12.9   0.0     0
 19 892450 171715  29085 3206921 512064122 3940053 46675100 5663517 8767216 2356993      0      0      0    779   2250  79.2  18.3   0.0   2.4   0.0   0.0 18968835   2.5   3.3   0.2  94.0  0.02   0.0 12874796 554089412  86.9  13.1   0.0     0
 20 1063940854 69006024 1648713 3168280 1417941416 45819054 825384455 300167147 6236788495 960440365      0      0    337 44480808 289249939  93.2   0.5   0.0   1.0   0.0   5.3 14043728100  76.4  19.4   2.1   2.1  0.14   0.0      0 4825407759  82.9  16.9   0.2     0
 21 101048480 6021695  49758 3206769 1237471588 9098463 329072952 84987436 527848505 129640126      0      0      1  21878  34159  91.3   8.6   0.0   0.0   0.0   0.0 1325248948  46.7   6.6   3.6  43.1  0.06   0.0 123226969 1642110658  90.3   9.7   0.1     0
 22 3127259 243176  39474 3207239 1213186966 8614081 89861263 11929537 26463220 7652768      0      0      0    913  18577  82.2  17.2   0.0   0.5   0.0   0.1 56923305   3.6   4.9   0.4  91.1  0.03   0.0 27447476 1303383227  87.2  12.8   0.0     0
 23 2614498 225984  39325 3207238 1193207937 8224000 84087917 10569993 25088162 7136536      0      0      0    770  18411  81.8  17.6   0.0   0.5   0.0   0.1 57700905   2.8   4.8   0.4  92.0  0.03   0.0 24026927 1279080422  86.5  13.5   0.0     0
 24 664732677 37493379 935549 3184448 2086047578 23457542 785671603 251078083 3474816053 496739222      0      0     29 50062664 113094476  90.9   0.5   0.0   4.0   0.0   4.7 8896863520  80.0  16.3   1.6   2.1  0.11   0.0      0 4172054900  85.8  14.1   0.1     0
 25 65671950 3697225  37677 3206211 744466190 6095911 227276467 59639524 322004982 66639416      0      0      7  36907  55657  90.9   9.0   0.0   0.1   0.0   0.0 893529807  44.6   5.6   3.0  46.9  0.04   0.0 118861559 1017329980  95.1   4.9   0.0     0
 26 1833987 214550  24371 3207147 729206156 5696646 60829352 7830187 15401752 4759591      0      0     12    199  23105  82.9  16.3   0.0   0.7   0.0   0.1 33285377   3.4   3.8   0.3  92.4  0.02   0.0 19808578 786303274  89.5  10.5   0.0     0
 27 1561996 225406  23591 3207180 716928054 5415911 58009422 6970021 14746844 4445751      0      0     25    235  21822  82.6  16.4   0.0   0.8   0.0   0.1 27053215   2.7   3.7   0.3  93.2  0.02   0.0 17095340 772392027  89.0  11.0   0.0     0
 28 387733668 16522692 4031417 3122194 2087584254 15577414 593988125 174937007 1574149617 213258515      1      1      1 73876082 10915376  83.0   0.5   0.0  11.0   0.0   5.4 5430857588  78.9  17.9   1.1   2.1  0.07   0.0      0 3065182678  73.6  26.2   0.2     0
 29 44288963 1330510 2590808 3152111 319870168 3057370 121223940 40806583 186337724 21242468      0      0      1 195391  45123  89.4  10.2   0.0   0.3   0.0   0.1 651422839  41.5   5.3   2.2  51.0  0.03   0.0 46371019 481709321  94.2   5.7   0.1     0
 30 999965 188050  19310 3207002 312599340 2785181 38055214 4413869 7260208 1984501      0      0      0   1372    845  74.7  22.0   0.0   3.3   0.0   0.0 18356906   3.0   2.8   0.2  94.0  0.02   0.0 12670287 343641905  97.2   2.8   0.0     0
 31 681591 181055  94513 3205404 306898157 2655098 36817847 4049062 6959927 1907327      0      0      1   1276    894  74.3  22.5   0.0   3.2   0.0   0.0 17012550   2.7   2.7   0.2  94.4  0.02   0.0 11916136 337017110  97.2   2.8   0.0     0
 32 296007400 12231974 252696 3201908 420156038 4745594 325124748 136996513 1502807068 159832785      0      0      1 21089534 51877864  89.8   0.3   0.0   5.0   0.0   4.9 4022072574  85.8  10.6   1.5   2.2  0.06   0.0 163878814 1377289875  89.0  10.9   0.1     0
 33 39629522 830130  10788 3207235 332813731 3134398 123319300 41082889 160089322 22535800      0      0      0  48492  41235  93.2   6.6   0.0   0.2   0.0   0.1 586187632  52.9   4.0   1.6  41.5  0.02   0.0 66813635 483909289  96.8   3.2   0.0     0
 34 1058654 116973   8919 3207246 325584602 2804974 40455266 4595342 8574129 2539293      0      0      1    526   3838  80.9  17.6   0.0   1.4   0.0   0.1 20392909   4.8   3.5   0.3  91.5  0.01   0.0 18832630 358695981  85.1  14.8   0.0     0
 35 1017280 107234   9007 3207243 319331599 2735667 38924658 4069453 8311316 2396884      0      0      0    485   3779  80.7  17.8   0.0   1.5   0.0   0.1 17992818   4.0   3.4   0.3  92.3  0.01   0.0 17708108 351562081  84.8  15.2   0.0     0
 36 379515134 18406157 106582 3203263 544270451 5177220 323505714 163896613 1952176782 133658045      0      0      1 4491135 103529952  92.4   0.3   0.0   1.8   0.0   5.5 4557414973  82.5  11.8   2.5   3.1  0.07   0.0      0 2084558722  97.9   2.1   0.1     0
 37 64908440 2269723  20700 3206712 491892228 4572540 179285303 61779352 281650635 36251739      0      0      1   6577  34993  95.4   4.5   0.0   0.1   0.0   0.0 1016047773  58.5   4.9   2.1  34.5  0.03   0.0 100663188 758774025  98.5   1.5   0.0     0
 38 2392312 205900  14148 3207209 480776295 4219338 56143924 8166201 19968635 3840087      0      0      0    365  29607  90.4   8.8   0.0   0.6   0.0   0.1 47043044   6.6   4.2   0.5  88.8  0.02   0.0 21095433 536176426  93.6   6.4   0.0     0
 39 1917565 216483  13980 3207214 471430510 4127110 52150719 6855103 18372168 3309359      0      0      0    355  28164  90.0   9.2   0.0   0.7   0.0   0.2 38547696   4.9   4.1   0.5  90.6  0.02   0.0 17938017 524300581  93.1   6.9   0.0     0
 40 255042196 12257135 2544891 3152535 365701521 4385460 236910034 137678705 1287579917 132051011      0      0      1 20316538 43881235  88.6   0.3   0.0   6.0   0.0   5.0 3068235967  85.1  11.4   1.5   2.1  0.05   0.0 263656582 1162634805  88.1  11.8   0.1     0
 41 34522593 942885 662658 3193212 292885853 2942357 113901222 38130537 142929748 19999689      0      0      1  85251  39201  92.3   7.3   0.0   0.3   0.0   0.1 436331254  52.7   4.4   1.7  41.2  0.02   0.0 109152759 421355609  96.4   3.5   0.0     0
 42 1125130 193950 112814 3205006 285739513 2636823 37626541 4894400 8900048 2415125      0      0      0    385   2254  80.0  17.2   0.0   2.8   0.0   0.0 20034657   5.2   3.8   0.3  90.7  0.01   0.0 20784690 315946635  87.4  12.6   0.0     0
 43 925538 189061 1518948 3175086 280104554 2536574 36168815 4352773 8581317 2259188      0      0      0    229   2333  79.8  17.4   0.0   2.7   0.0   0.0 22077996   4.5   3.6   0.3  91.6  0.01   0.0 18615961 309552057  87.0  13.0   0.0     0
 44 284399491 12845264 2294314 3158302 375020622 3873954 247940720 124316586 1218333754 146028550      1      1      3 55030953 13243152  83.4   0.5   0.0  10.5   0.0   5.6 4103774918  82.2  15.2   1.1   1.5  0.05   0.0 135208035 989062453  74.7  25.2   0.1     0
 45 32866892 861722  71624 3205802 252678459 2544957 92046476 31528335 146836435 16088414      0      0      3 156867  46963  90.0   9.5   0.0   0.3   0.0   0.1 519002701  47.3   5.6   2.1  45.0  0.02   0.0 52432073 377370582  94.3   5.7   0.0     0
 46 1041457  99294  14200 3207078 246632458 2300330 34997446 3674516 6761487 2060822      0      0      1   1173   2395  75.1  23.0   0.0   1.8   0.0   0.1 18343703   4.8   3.5   0.3  91.4  0.01   0.0 17031487 273146764  95.0   5.0   0.0     0
 47 944517 106582   6670 3207240 241892966 2239075 33944319 3310660 6714324 2015392      0      0      2   1241   2469  75.2  22.8   0.0   2.0   0.0   0.1 18109461   4.1   3.4   0.3  92.2  0.01   0.0 16010597 267915812  95.0   4.9   0.0     0
ALL 10871753788 621504138 151986812 151967849 42419032298 865771188 12670044115 4032266930 58541336483 11873816339      7      7   3678 1070836358 1448468620  91.4   1.1   0.0   3.2   0.0   4.3 160430471015  52.7  13.2   1.5  32.6  2.56  42.7 2033600658 68784931687  80.1  19.7   0.2     0
==== EXITED with rc 0 ====
==== END mpstat -a Tue Jul  7 00:15:37 GST 2015 ====
