==== This output can be found in Systems/dx979/os/ps_auxw.txt ====
==== START ps auxw Tue Jul  7 00:28:54 GST 2015 ====
USER          PID %CPU %MEM   SZ  RSS    TTY STAT    STIME  TIME COMMAND
oracle   55574834  0.0  0.0  448  448      - A      Jul 01  2:35 aioserver
oracle   21955094  0.0  0.0  448  448      - A    19:32:28  0:06 aioserver
oracle   19005762  0.0  0.0  448  448      - A      Jun 22  6:50 aioserver
oracle   11272734  0.0  0.0  448  448      - A      Jul 04  1:02 aioserver
oracle   25821412  0.0  0.0 208892 168328      - A      Jul 03  1:28 oracleGPRS (LOCAL=NO) 
root       524808  0.0  0.0  948  968      - A      Jun 12 11:28 /usr/sbin/syslogd -R 
oracle   22348300  0.0  0.0  448  448      - A      Jul 04  1:00 aioserver
oracle   18547350  0.0  0.0  448  448      - A      Jun 28  3:41 aioserver
oracle   14287054  0.0  0.0  448  448      - A      Jul 01  2:22 aioserver
root      2031702  0.0  0.0  448  448      - A      Jun 12 11:12 wait
oracle   57933846  0.0  0.0  448  448      - A      Jul 01  2:21 aioserver
oracle   15335966  0.0  0.0  448  448      - A      Jul 04  0:58 aioserver
oracle   26804894  0.0  0.0  448  448      - A      Jul 04  0:55 aioserver
oracle   47382538  0.0  0.0  448  448      - A      Jul 04  0:54 aioserver
oracle   26673322  0.0  0.0 201596 161032      - A      Jun 29  3:05 ora_mmon_GPRS 
oracle   19202770  0.0  0.0  448  448      - A      Jun 24  5:15 aioserver
oracle    6750968  0.0  0.0  448  448      - A      Jun 12 10:40 aioserver
oracle    2949580  0.0  0.0  448  448      - A      Jun 12 10:10 aioserver
oracle   21758048  0.0  0.0  448  448      - A    19:32:30  0:05 aioserver
oracle    9175122  0.0  0.0  448  448      - A    19:32:29  0:05 aioserver
oracle   34537514  0.0  0.0  448  448      - A    19:32:29  0:05 aioserver
oracle   35520526  0.0  0.0  448  448      - A    19:32:28  0:05 aioserver
oracle   15073492  0.0  0.0  448  448      - A      Jun 17  7:35 aioserver
oracle    5898658  0.0  0.0  448  448      - A      Jun 12  9:51 aioserver
oracle   56295538  0.0  0.0  448  448      - A      Jul 04  0:48 aioserver
oracle   34078898  0.0  0.0  448  448      - A      Jul 04  0:50 aioserver
root      1704550  0.0  0.0 13688 13732      - A      Jun 12  9:28 /usr/lpp/OV/lbin/perf/coda 
oracle   43123368  0.0  0.0  448  448      - A      Jul 04  0:48 aioserver
oracle   33030324  0.0  0.0  448  448      - A      Jul 04  0:48 aioserver
oracle    7405840  0.0  0.0 199612 159048      - A      Jul 01  2:08 oracleGPRS (LOCAL=NO) 
root      4260302  0.0  0.0 9992 10176      - A      Jun 12  8:52 /usr/bin/topasrec  -L -s 300 -R 1 -r 6 -o /var/perf/daily/ -ypersi
oracle   22020530  0.0  0.0  448  448      - A      Jul 01  1:46 aioserver
root      5177474  0.0  0.0  800  828      - A      Jun 12  8:21 /usr/sbin/getty /dev/console 
oracle   18808882  0.0  0.0  448  448      - A    19:32:28  0:04 aioserver
oracle   18284858  0.0  0.0  448  448      - A      Jul 01  1:42 aioserver
oracle   30539996  0.0  0.0  448  448      - A      Jun 24  3:55 aioserver
root      4456854  0.0  0.0 38200 49452      - A      Jun 12  7:54 /usr/sbin/rsct/bin/IBM.ConfigRMd 
oracle   50724948  0.0  0.0  448  448      - A      Jul 04  0:56 aioserver
oracle   15859740  0.0  0.0  448  448      - A      Jun 14  7:11 aioserver
root      2293862  0.0  0.0  448  448      - A      Jun 12  7:44 wait
gprsgg   25165832  0.0  0.0 193532 308892      - A      Jun 29  2:06 oracleGPRS (DESCRIPTION=(LOCAL=YES)(ADDRESS=(PROTOCOL=beq))) 
oracle   24707252  0.0  0.0  448  448      - A      Jul 04  0:36 aioserver
oracle   30802272  0.0  0.0 199804 159240      - A      Jun 29  1:58 ora_pmon_GPRS 
root     56557970  0.0  0.0 16844 17056      - A    20:00:02  0:03 /usr/bin/topas_nmon  -f -t -d -A -L -M -N -P -V -T -O -^ -s 300 -c
oracle   29687934  0.0  0.0 18824 18996      - A      Jun 29  1:53 /gprs_base/app/oracle/product/11.2.0/dbhome_1/bin/tnslsnr LISTENER
oracle   15663736  0.0  0.0 201084 160520      - A      Jun 30  1:40 ora_cjq0_GPRS 
root      1049204  0.0  0.0 1088 1088      - A      Jun 12  6:23 multisite_listener
oracle   59834784  0.0  0.0 209212 168648      - A      Jun 30  1:37 oracleGPRS (LOCAL=NO) 
oracle   57802932  0.0  0.0 200892 160328      - A      Jun 30  1:36 oracleGPRS (LOCAL=NO) 
oracle   20578352  0.0  0.0  448  448      - A    19:32:30  0:03 aioserver
oracle   18219330  0.0  0.0  448  448      - A    19:32:29  0:03 aioserver
oracle   58851508  0.0  0.0  448  448      - A    19:32:29  0:03 aioserver
oracle   18022470  0.0  0.0  448  448      - A    19:32:29  0:03 aioserver
oracle   39256688  0.0  0.0  448  448      - A    19:32:29  0:03 aioserver
root      2294022  0.0  0.0 1472 1472      - A      Jun 12  5:34 nfssync_kproc
root      2097832  0.0  0.0 19520 34900      - A      Jun 12  5:25 /usr/sbin/rsct/bin/hagsd cthags 
root      3735898  0.0  0.0 9568 10616      - A      Jun 12  5:12 /usr/lpp/OV/bin/ovcd 
oracle   38666342  0.0  0.0  448  448      - A      Jul 01  1:00 aioserver
oracle    7274804  0.0  0.0 18112 18480      - A      Jun 30  1:09 /gprs_base/app/oracle/product/11.2.0/dbhome_1/perl/bin/perl /gprs_
oracle   20447902  0.0  0.0 200636 160072      - A      Jun 29  1:14 ora_smon_GPRS 
root      3473536  0.0  0.0 7896 13824      - A      Jun 12  4:11 /usr/sbin/emcp_mond 
root      4194686  0.0  0.0 3120 3960      - A      Jun 12  4:09 /usr/sbin/clcomd -d 
root      4784230  0.0  0.0 2272 2328      - A      Jun 12  4:05 xmtopas -p3 
pconsole  4522370  0.0  0.0 62476 62528      - A      Jun 12  4:04 /usr/java6/bin/java -Xmx512m -Xms20m -Xscmx10m -Xshareclasses -Xbo
oracle   22675638  0.0  0.0  448  448      - A    19:32:30  0:02 aioserver
oracle   31850738  0.0  0.0  448  448      - A    19:32:29  0:02 aioserver
oracle   21299904  0.0  0.0 194748 154184      - A      Jun 29  1:00 ora_mman_GPRS 
oracle   40042976  0.0  0.0 199356 158792      - A      Jun 30  0:50 oracleGPRS (LOCAL=NO) 
oracle   32899280  0.0  0.0 194748 154184      - A      Jun 29  0:52 ora_psp0_GPRS 
root      1507766  0.0  0.0  448  448      - A      Jun 12  2:56 resv_minder
oracle   47710550  0.0  0.0 203388 162824      - A      Jun 30  0:43 oracleGPRS (LOCAL=NO) 
root      2490880  0.0  0.0 1068 1112      - A      Jun 12  2:44 lsdaemon 10000 
root      1835642  0.0  0.0 5288 5416      - A      Jun 12  2:41 /usr/lpp/OV/lbin/eaagt/opcacta 
root      4653448  0.0  0.0 14204 16720      - A      Jun 12  2:32 /usr/sbin/rsct/bin/rmcd -a IBM.LPCommands -r -S 1500 
root      1901170  0.0  0.0 9328 9492      - A      Jun 12  2:22 /usr/lpp/OV/lbin/eaagt/opcmsga 
root      1638992  0.0  0.0 5868 6956      - A      Jun 12  1:55 /usr/lpp/OV/bin/ovbbccb -nodaemon 
root      4653138  0.0  0.0  448  448      - A      Jun 12  1:48 DPKP
oracle   43581558  0.0  0.0  448  448      - A      Jul 05  0:05 aioserver
oracle   50266188  0.0  0.0 199932 159368      - A      Jul 02  0:19 oracleGPRS (LOCAL=NO) 
root      5308918  0.0  0.0 8516 17016      - A      Jun 12  1:38 /usr/sbin/rsct/bin/IBM.StorageRMd 
root      3801460  0.0  0.0  384  384      - A      Jun 12  1:31 sec_rcv
oracle   36242094  0.0  0.0 197500 156936      - A      Jun 30  0:22 oracleGPRS (LOCAL=NO) 
oracle   56492418  0.0  0.0 198588 158024      - A      Jun 30  0:20 oracleGPRS (LOCAL=NO) 
root      3146006  0.0  0.0 1216 1216      - A      Jun 12  1:16 rpc.lockd
oracle   38666700  0.0  0.0 198460 157896      - A    16:01:32  0:01 oracleGPRS (LOCAL=NO) 
root      3342636  0.0  0.0 35372 36644      - A      Jun 12  1:09 /bin/nsrexecd 
gprsgg   22217034  0.0  0.0 41948 45932  pts/0 A      Jul 05  0:04 /gprs_gg/goldengate/app/gprsgg/product/12.1.2/oggcore_1/ggsci 
root      5964008  0.0  0.0 11660 12040      - A      Jun 12  0:56 /usr/lpp/perf/bin/perfalarm 
oracle   23396496  0.0  0.0 194940 154376      - A      Jun 29  0:14 ora_smco_GPRS 
oracle   56951044  0.0  0.0 199036 158472      - A    10:35:44  0:01 oracleGPRS (LOCAL=NO) 
root       590542  0.0  0.0 19072 19072      - A      Jun 12  0:41 j2pg
oracle   15532464  0.0  0.0 198076 157512      - A      Jul 02  0:07 oracleGPRS (LOCAL=NO) 
oracle   15860212  0.0  0.0 200636 160072      - A      Jun 30  0:09 oracleGPRS (LOCAL=NO) 
oracle   20906674  0.0  0.0 194748 154184      - A      Jun 29  0:10 ora_diag_GPRS 
oracle   18350538  0.0  0.0 201084 160520      - A      Jun 30  0:08 oracleGPRS (LOCAL=NO) 
oracle   34865500  0.0  0.0 198844 158280      - A      Jun 30  0:08 oracleGPRS (LOCAL=NO) 
oracle   42008920  0.0  0.0 202876 162312      - A      Jul 05  0:02 oracleGPRS (LOCAL=NO) 
root      1442340  0.0  0.0 4720 4744      - A      Jun 12  0:30 /usr/sbin/cron 
oracle   23855114  0.0  0.0 218620 178056      - A      Jun 29  0:08 ora_arc2_GPRS 
oracle   42271384  0.0  0.0 200764 160200      - A      Jun 30  0:07 oracleGPRS (LOCAL=NO) 
gprsgg   50331954  0.0  0.0 1588 2984      - A      Jul 02  0:05 sshd: gprsgg@pts/0 
oracle   52429098  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   49742170  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   40698470  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   53542976  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   28377434  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   23462506  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle    9241020  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   31326216  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   27066526  0.0  0.0 195964 155400      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   30343298  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   24641754  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   27787384  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   54329506  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   37094020  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   29295018  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   28049894  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle    8978932  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   11534822  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   23855488  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   55574614  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   26083672  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   46661990  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   52560004  0.0  0.0 195964 155400      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   15532204  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   48497124  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   15794374  0.0  0.0 196284 155720      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   42992008  0.0  0.0 196348 155784      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   50528524  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   11468820  0.0  0.0 196348 155784      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
oracle   31457536  0.0  0.0 195900 155336      - A      Jul 03  0:04 oracleGPRS (LOCAL=NO) 
root      3277078  0.0  0.0 1988 16356      - A      Jun 12  0:26 /usr/sbin/aso 
oracle   15729318  0.0  0.0 200700 160136      - A      Jul 01  0:06 oracleGPRS (LOCAL=NO) 
root      4325400  0.0  0.0  492  508      - A      Jun 12  0:24 ./slp_srvreg -D 
root            1  0.0  0.0  832  848      - A      Jun 12  0:24 /etc/init 
root      5374092  0.0  0.0 4848 4960      - A      Jun 12  0:22 /usr/lpp/OV/lbin/eaagt/opcle -std 
root      2621930  0.0  0.0 2596 2876      - A      Jun 12  0:22 sendmail: accepting connections 
oracle   21168640  0.0  0.0 194748 154184      - A      Jun 29  0:06 ora_gen0_GPRS 
root      1180038  0.0  0.0  448  448      - A      Jun 12  0:19 netm
root       917540  0.0  0.0  640  640      - A      Jun 12  0:19 pilegc
root      3015068  0.0  0.0  780  792      - A      Jun 12  0:15 /usr/sbin/clconfd 
root       852734  0.0  0.0  448  448      - A      Jun 12  0:13 pp2d
root      3145952  0.0  0.0  448  448      - A      Jun 12  0:12 pp_filler
oracle   30998964  0.0  0.0 201788 161224      - A      Jun 29  0:03 ora_q002_GPRS 
oracle   16712072  0.0  0.0 194620 154056      - A      Jun 29  0:03 ora_s000_GPRS 
oracle   18153786  0.0  0.0 195772 155208      - A      Jun 29  0:03 ora_d000_GPRS 
root      4522210  0.0  0.0 13000 13032      - A      Jun 12  0:10 /opt/freeware/cimom/pegasus/bin/cimprovagt 0 12 16 root SLPProvide
root      1114624  0.0  0.0  448  448      - A      Jun 12  0:10 pp_skimmer
root      4391312  0.0  0.0  516  588      - A      Jun 12  0:08 bin/nonstop_aix @/var/opt/tivoli/ep/runtime/nonstop/config/nonstop
oracle   20185816  0.0  0.0 198460 157896      - A      Jun 30  0:02 oracleGPRS (LOCAL=NO) 
oracle   15401718  0.0  0.0 197372 156808      - A      Jun 29  0:02 ora_q000_GPRS 
oracle   27656418  0.0  0.0 194812 154248      - A      Jun 29  0:02 ora_qmnc_GPRS 
oracle   29229442  0.0  0.0 196156 155592      - A      Jun 29  0:02 ora_reco_GPRS 
root       196614  0.0  0.0  448  448      - A      Jun 12  0:07 sched
root        65802  0.0  0.0  448  448      - A      Jun 12  0:07 sched
root      4194322  0.0  0.0 9336 9428      - A      Jun 12  0:06 /opt/ibm/icc/cimom/bin/dirsnmpd 
oracle   51577392  0.0  0.0 199356 158792      - A      Jul 02  0:01 oracleGPRS (LOCAL=NO) 
root     56099032  0.0  0.0 1392 2788      - A      Jul 02  0:01 sshd: gprsgg [priv] 
root      2949314  0.0  0.0 1888 2148      - A      Jun 12  0:05 /usr/sbin/aixmibd 
root        66062  0.0  0.0  448  448      - A      Jun 12  0:05 sched
root      3539576  0.0  0.0 1420 1492      - A      Jun 12  0:04 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      3146354  0.0  0.0 1408 1480      - A      Jun 12  0:04 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      3080750  0.0  0.0 1408 1480      - A      Jun 12  0:04 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      7864330  0.0  0.0 1416 1488      - A      Jun 12  0:04 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      7667926  0.0  0.0 1408 1480      - A      Jun 12  0:04 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014bf
root      8585456  0.0  0.0 1416 1488      - A      Jun 12  0:04 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      2884328  0.0  0.0 1408 1480      - A      Jun 12  0:04 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      6095260  0.0  0.0 1408 1480      - A      Jun 12  0:04 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      8847362  0.0  0.0 1408 1480      - A      Jun 12  0:04 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      4587982  0.0  0.0 1408 1480      - A      Jun 12  0:04 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      3015180  0.0  0.0 1420 1492      - A      Jun 12  0:04 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      2753076  0.0  0.0  876  948      - A      Jun 12  0:04 /usr/sbin/gsclvmd 
root      4391044  0.0  0.0  448  448      - A      Jun 12  0:04 clusterwide_rcv
root      2032078  0.0  0.0  448  448      - A      Jun 12  0:04 MpxGrDaemon
oracle   46727562  0.0  0.0 199036 158472      - A      Jun 30  0:01 oracleGPRS (LOCAL=NO) 
oracle   29688372  0.0  0.0 197564 157000      - A      Jun 30  0:01 oracleGPRS (LOCAL=NO) 
oracle   21037654  0.0  0.0 195772 155208      - A      Jun 29  0:01 oracleGPRS (LOCAL=NO) 
root     15335656  0.0  0.0 1344 1416      - A      Jun 15  0:03 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014df
root      3211814  0.0  0.0 1416 1488      - A      Jun 12  0:03 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      3867274  0.0  0.0 4848 5224      - A      Jun 15  0:02 /usr/es/sbin/cluster/clevmgrd 
root      2228738  0.0  0.0  956 1032      - A      Jun 12  0:02 /usr/lpp/perf/bin/midaemon 
root      5046358  0.0  0.0 31728 31756      - A      Jun 12  0:02 [cimserve]
root      4849752  0.0  0.0  448  448      - A      Jun 12  0:02 multisite_connection_monitor
root      3801112  0.0  0.0  448  448      - A      Jun 12  0:02 rgsr
root      5439608  0.0  0.0 4816 4924      - A      Jun 12  0:01 /usr/lpp/OV/lbin/eaagt/opcmsgi 
root      1573434  0.0  0.0 9768 9796      - A      Jun 12  0:01 /usr/bin/cimlistener 
root      1507878  0.0  0.0 7100 7160      - A      Jun 12  0:01 /opt/ibm/director/cimom/bin/tier1slp 
root       918020  0.0  0.0  448  448      - A      Jun 12  0:01 rdpgc
root      2490632  0.0  0.0  448  448      - A      Jun 12  0:01 n4bg
root     39650010  0.0  0.0 1936 3712      - A    00:19:05  0:00 sshd: root@pts/3 
oracle   39846422  0.0  0.0 197500 156936      - A    16:03:21  0:00 oracleGPRS (LOCAL=NO) 
root     38994550  0.0  0.0  792  840  pts/3 A    00:19:54  0:00 -ksh 
root       327698  0.0  0.0  448  448      - A      Jun 12  0:00 vmptacrt
oracle   38273590  0.0  0.0 196348 155784      - A    10:10:32  0:00 oracleGPRS (LOCAL=NO) 
oracle   42598996  0.0  0.0 196348 155784      - A    07:07:08  0:00 oracleGPRS (LOCAL=NO) 
oracle   42926662  0.0  0.0  448  448      - A    19:32:29  0:00 aioserver
root       262160  0.0  0.0 1088 1088      - A      Jun 12  0:00 lrud
oracle   41026104  0.0  0.0 196348 155784      - A    12:00:08  0:00 oracleGPRS (LOCAL=NO) 
oracle   41550470  0.0  0.0 196348 155784      - A    11:23:58  0:00 oracleGPRS (LOCAL=NO) 
oracle   37814832  0.0  0.0 197436 156872      - A    08:18:02  0:00 oracleGPRS (LOCAL=NO) 
root       787082  0.0  0.0   88   92      - A      Jun 12  0:00 /usr/sbin/uprintfd 
root       656084  0.0  0.0 1088 1108      - A      Jun 12  0:00 /usr/sbin/portmap 
oracle   35390002  0.0  0.0 196348 155784      - A    08:29:52  0:00 oracleGPRS (LOCAL=NO) 
oracle   31654558  0.0  0.0 196348 155784      - A    13:24:01  0:00 oracleGPRS (LOCAL=NO) 
oracle   31916648  0.0  0.0 196348 155784      - A    17:10:54  0:00 oracleGPRS (LOCAL=NO) 
root       459330  0.0  0.0  308  316      - A      Jun 12  0:00 /usr/sbin/writesrv 
oracle   37618186  0.0  0.0 195900 155336      - A    13:47:48  0:00 oracleGPRS (LOCAL=NO) 
root     37487224  0.0  0.0  792  840  pts/9 A      Jun 30  0:00 -ksh 
root       393236  0.0  0.0 1088 1088      - A      Jun 12  0:00 psmd
root     36307676  0.0  0.0  172  180  pts/3 A    00:28:54  0:00 tail -512000 
root     49873530  0.0  0.0 2368 3188  pts/3 A    00:19:57  0:00 bash 
oracle   50004626  0.0  0.0 195836 155272      - A    12:00:08  0:00 oracleGPRS (LOCAL=NO) 
oracle   49480220  0.0  0.0 196348 155784      - A    10:13:25  0:00 oracleGPRS (LOCAL=NO) 
oracle   63111616  0.0  0.0 196348 155784      - A      Jul 05  0:00 oracleGPRS (LOCAL=NO) 
oracle   49414742  0.0  0.0 196348 155784      - A      Jul 05  0:00 oracleGPRS (LOCAL=NO) 
gprsgg   51053132  0.0  0.0 2400 3220  pts/0 A      Jul 05  0:00 bash 
oracle   51446370  0.0  0.0 195580 155016      - A    00:22:25  0:00 ora_w000_GPRS 
oracle   50463382  0.0  0.0 196348 155784      - A    10:08:21  0:00 oracleGPRS (LOCAL=NO) 
oracle   50135600  0.0  0.0 196348 155784      - A    04:07:36  0:00 oracleGPRS (LOCAL=NO) 
oracle   50332178  0.0  0.0 196348 155784      - A    01:57:06  0:00 oracleGPRS (LOCAL=NO) 
oracle   48759296  0.0  0.0 196348 155784      - A    03:36:48  0:00 oracleGPRS (LOCAL=NO) 
oracle   44696260  0.0  0.0 196348 155784      - A    08:30:38  0:00 oracleGPRS (LOCAL=NO) 
oracle   63570252  0.0  0.0 196348 155784      - A      Jul 05  0:00 oracleGPRS (LOCAL=NO) 
oracle   44565240  0.0  0.0 196348 155784      - A    04:08:42  0:00 oracleGPRS (LOCAL=NO) 
oracle   62325072  0.0  0.0 196348 155784      - A    03:36:49  0:00 oracleGPRS (LOCAL=NO) 
oracle   44106320  0.0  0.0 196348 155784      - A    04:59:34  0:00 oracleGPRS (LOCAL=NO) 
oracle   47972924  0.0  0.0 196348 155784      - A    09:48:52  0:00 oracleGPRS (LOCAL=NO) 
oracle   48235022  0.0  0.0 196348 155784      - A    08:20:41  0:00 oracleGPRS (LOCAL=NO) 
oracle   63242736  0.0  0.0 196348 155784      - A    02:44:14  0:00 oracleGPRS (LOCAL=NO) 
oracle   47514162  0.0  0.0 196348 155784      - A    11:43:08  0:00 oracleGPRS (LOCAL=NO) 
oracle   47907526  0.0  0.0 196348 155784      - A    12:02:50  0:00 oracleGPRS (LOCAL=NO) 
root       852002  0.0  0.0  448  448      - A      Jun 12  0:00 devstatd
oracle   15925770  0.0  0.0 195836 155272      - A    12:00:08  0:00 oracleGPRS (LOCAL=NO) 
oracle   14483996  0.0  0.0 196348 155784      - A    12:18:30  0:00 oracleGPRS (LOCAL=NO) 
oracle   12780242  0.0  0.0 196348 155784      - A    02:31:52  0:00 oracleGPRS (LOCAL=NO) 
root      1770038  0.0  0.0  452  460      - A      Jun 12  0:00 /opt/freeware/cimom/pegasus/bin/cimssys cimsys 
oracle   18875134  0.0  0.0 196348 155784      - A      Jul 05  0:00 oracleGPRS (LOCAL=NO) 
oracle   20513312  0.0  0.0 196348 155784      - A    06:37:48  0:00 oracleGPRS (LOCAL=NO) 
oracle   18154012  0.0  0.0  448  448      - A    22:07:52  0:00 aioserver
root     16712346                            Z              0:00 <defunct>
oracle   17695382  0.0  0.0 196348 155784      - A      Jul 05  0:00 oracleGPRS (LOCAL=NO) 
oracle   12386954  0.0  0.0 196348 155784      - A    09:31:18  0:00 oracleGPRS (LOCAL=NO) 
oracle    2425578  0.0  0.0 196348 155784      - A      Jul 05  0:00 oracleGPRS (LOCAL=NO) 
oracle    4195006  0.0  0.0 196348 155784      - A    15:36:21  0:00 oracleGPRS (LOCAL=NO) 
root      2359982  0.0  0.0 2136 2212      - A      Jun 12  0:00 /usr/sbin/rsct/bin/IBM.ServiceRMd 
root      2032244  0.0  0.0  448  448      - A      Jun 12  0:00 ahafs_kproc
root      2294396  0.0  0.0  820  868      - A      Jun 12  0:00 /bin/ksh /var/opt/tivoli/ep/runtime/nonstop/bin/cas_src.sh 
oracle   10093208  0.0  0.0 195836 155272      - A    22:01:25  0:00 oracleGPRS (LOCAL=NO) 
oracle   11338412  0.0  0.0 196348 155784      - A    02:31:57  0:00 oracleGPRS (LOCAL=NO) 
root     10027756  0.0  0.0  804  852  pts/2 A    12:01:13  0:00 -ksh 
oracle    7668458  0.0  0.0 196348 155784      - A    16:51:00  0:00 oracleGPRS (LOCAL=NO) 
oracle    9634332  0.0  0.0 196348 155784      - A    12:00:08  0:00 oracleGPRS (LOCAL=NO) 
root       655388  0.0  0.0  448  448      - A      Jun 12  0:00 memgrdd
oracle   28115576  0.0  0.0 196348 155784      - A    23:54:16  0:00 oracleGPRS (LOCAL=NO) 
root      1180160  0.0  0.0  448  448      - A      Jun 12  0:00 MpxProactiveDaemon
oracle   27329268  0.0  0.0 196348 155784      - A    02:37:14  0:00 oracleGPRS (LOCAL=NO) 
root      1245746  0.0  0.0  448  448      - A      Jun 12  0:00 link_rcv
oracle   30999236  0.0  0.0 196348 155784      - A    03:01:31  0:00 oracleGPRS (LOCAL=NO) 
oracle   31326820  0.0  0.0 195836 155272      - A    12:00:08  0:00 oracleGPRS (LOCAL=NO) 
root       524312  0.0  0.0  448  448      - A      Jun 12  0:00 pvlist
oracle   28770976  0.0  0.0 196348 155784      - A    13:35:01  0:00 oracleGPRS (LOCAL=NO) 
oracle   28967504  0.0  0.0 196348 155784      - A    22:48:21  0:00 oracleGPRS (LOCAL=NO) 
oracle   27263552  0.0  0.0 200188 159624      - A      Jul 05  0:00 oracleGPRS (LOCAL=NO) 
oracle   23659246  0.0  0.0 196348 155784      - A    07:42:01  0:00 oracleGPRS (LOCAL=NO) 
oracle   24707636  0.0  0.0 195836 155272      - A    12:00:08  0:00 oracleGPRS (LOCAL=NO) 
oracle   22741596  0.0  0.0 196348 155784      - A    09:51:29  0:00 oracleGPRS (LOCAL=NO) 
oracle   21103184  0.0  0.0 196348 155784      - A    16:08:26  0:00 oracleGPRS (LOCAL=NO) 
oracle   21627400  0.0  0.0 195836 155272      - A    12:00:08  0:00 oracleGPRS (LOCAL=NO) 
root     26411612  0.0  0.0  840  420  pts/3 A    00:28:28  0:00 /bin/sh /tmp/pcat/pcat/./pcat-os.sh aa 
oracle   26608370  0.0  0.0 196348 155784      - A    11:29:26  0:00 oracleGPRS (LOCAL=NO) 
oracle   25756404  0.0  0.0 195836 155272      - A    12:00:08  0:00 oracleGPRS (LOCAL=NO) 
oracle   24773154  0.0  0.0 196348 155784      - A    10:59:43  0:00 oracleGPRS (LOCAL=NO) 
oracle   24969972  0.0  0.0 196348 155784      - A    00:00:44  0:00 oracleGPRS (LOCAL=NO) 
oracle   52690998  0.0  0.0 196348 155784      - A    10:18:15  0:00 oracleGPRS (LOCAL=NO) 
