==== This output can be found in Systems/dx979/os/iostat-^A.txt ====
==== START iostat -A Tue Jul  7 00:29:24 GST 2015 ====

System configuration: lcpu=48 drives=524 ent=6.00 paths=0 vdisks=10 maxserver=1440

aio: avgc avfc maxgc maxfc maxreqs avg-cpu: % user % sys % idle % iowait physc % entc
      4.7  0.0   469     0    131072             2.3   1.0   94.4      2.3   0.3    5.1

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdiskpower22     3.4     168.0       9.3   1063762429  773992696
hdiskpower23     3.5     169.5       9.4   1065257601  788458804
hdiskpower24     3.4     168.2       9.2   1073868665  766262720
hdiskpower25     3.4     169.0       9.3   1067169305  780942992
hdiskpower26     3.4     170.1       9.4   1076857925  783421088
hdiskpower27     3.4     168.7       9.3   1066339769  778532852
hdiskpower28     0.9     466.6       1.1   3820994099  1282579180
hdiskpower29     0.9     466.3       1.1   3819008677  1281850000
hdiskpower30     0.9     467.2       1.1   3827088089  1282947312
hdiskpower31     0.9     468.8       1.1   3845384225  1282540200
hdiskpower32     0.9     468.8       1.1   3845877093  1282149744
hdiskpower33     0.9     466.9       1.1   3826167817  1281460136
hdiskpower34     0.2       2.8       0.4    1605017  29235252
hdiskpower35     0.2       2.4       0.4    1179535  25293388
hdiskpower36     0.0       0.0       0.0     327717        60
hdiskpower37     0.0       0.0       0.0       1799    121812
hdiskpower38     1.1     162.6       1.4   881456565  896912672
hdiskpower39     1.0     162.9       1.4   882573815  898749924
hdiskpower40     0.1      15.8       0.2   85457757  87845940
hdiskpower41     0.1      16.2       0.2   87218979  89872364
hdiskpower42     0.0       0.1       0.0     623245        40
hdiskpower43     0.0       0.0       0.0       1947         8
hdiskpower44     0.0       0.0       0.0       1931         0
hdiskpower45     0.0       0.0       0.0       1931         0

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdiskpower46     0.0       0.0       0.0       1931         0
hdiskpower47     0.0       0.0       0.0       1931         0
hdiskpower48     0.0       0.0       0.0       2031    121828
hdiskpower49     0.0       0.0       0.0       1935         0
hdiskpower50     0.0       0.0       0.0       1931         0
hdiskpower51     1.7     388.2       6.4   2317370450  1929149492
hdiskpower52     1.7     386.7       6.4   2305975641  1923856247
hdiskpower53     1.7     386.9       6.4   2311065043  1921117456
hdiskpower54     1.7     388.1       6.4   2324835663  1920845891
hdiskpower55     0.1       8.9       0.1   96325025   1046448
hdiskpower56     0.9      21.6       0.9   185030103  50839732
hdiskpower57     0.1       8.9       0.1   93315231   3665364
hdiskpower58     0.0       0.0       0.0         25         0
hdisk456         0.1       0.8       0.1    2781261   5938524
hdisk457         0.1       0.8       0.1    2754511   5914043
hdisk459         0.1       0.8       0.1    2728840   5934400
hdisk458         0.1       0.8       0.1    2800472   5968128
hdisk460         0.1       0.8       0.1    2837699   5959581
hdisk461         0.1       0.8       0.1    2794899   5899311
hdisk462         0.1       0.8       0.1    2742777   5889423
hdisk463         0.1       0.8       0.1    2785746   5930412
hdiskpower59     0.3       6.4       0.6   22219994  47433823
==== EXITED with rc 0 ====
==== END iostat -A Tue Jul  7 00:29:24 GST 2015 ====
