==== This output can be found in Systems/dx975/storage/lspath-^H.txt ====
==== START lspath -H Tue Jul  7 12:49:26 CDT 2015 ====
status    name     parent

Available ses1     sas1
Available ses2     sas1
Available pdisk0   sas1
Enabled   hdisk0   sas1
Available ses3     sas2
Available ses4     sas2
Available pdisk1   sas2
Enabled   hdisk1   sas2
Enabled   hdisk50  fscsi4
Enabled   hdisk51  fscsi4
Enabled   hdisk52  fscsi4
Enabled   hdisk53  fscsi4
Enabled   hdisk54  fscsi4
Enabled   hdisk55  fscsi4
Enabled   hdisk56  fscsi4
Enabled   hdisk57  fscsi4
Enabled   hdisk58  fscsi4
Enabled   hdisk59  fscsi4
Enabled   hdisk60  fscsi4
Enabled   hdisk61  fscsi4
Enabled   hdisk62  fscsi4
Enabled   hdisk63  fscsi4
Enabled   hdisk64  fscsi4
Enabled   hdisk65  fscsi4
Enabled   hdisk66  fscsi4
Enabled   hdisk67  fscsi4
Enabled   hdisk68  fscsi4
Enabled   hdisk69  fscsi4
Enabled   hdisk70  fscsi4
Enabled   hdisk71  fscsi4
Enabled   hdisk72  fscsi4
Enabled   hdisk73  fscsi4
Enabled   hdisk74  fscsi4
Enabled   hdisk75  fscsi4
Enabled   hdisk76  fscsi4
Enabled   hdisk77  fscsi4
Enabled   hdisk78  fscsi4
Enabled   hdisk79  fscsi4
Enabled   hdisk80  fscsi4
Enabled   hdisk81  fscsi4
Enabled   hdisk82  fscsi4
Enabled   hdisk83  fscsi4
Enabled   hdisk84  fscsi4
Enabled   hdisk85  fscsi4
Enabled   hdisk86  fscsi4
Enabled   hdisk87  fscsi4
Enabled   hdisk88  fscsi4
Enabled   hdisk89  fscsi4
Enabled   hdisk90  fscsi4
Enabled   hdisk91  fscsi4
Enabled   hdisk92  fscsi4
Enabled   hdisk93  fscsi4
Enabled   hdisk94  fscsi4
Enabled   hdisk95  fscsi4
Enabled   hdisk96  fscsi4
Enabled   hdisk97  fscsi4
Enabled   hdisk98  fscsi4
Enabled   hdisk99  fscsi4
Enabled   hdisk100 fscsi4
Enabled   hdisk101 fscsi4
Enabled   hdisk102 fscsi4
Enabled   hdisk103 fscsi4
Enabled   hdisk104 fscsi4
Enabled   hdisk105 fscsi4
Enabled   hdisk106 fscsi4
Enabled   hdisk107 fscsi4
Enabled   hdisk108 fscsi4
Enabled   hdisk109 fscsi4
Enabled   hdisk110 fscsi4
Enabled   hdisk111 fscsi4
Enabled   hdisk112 fscsi4
Enabled   hdisk113 fscsi4
Enabled   hdisk114 fscsi4
Enabled   hdisk50  fscsi4
Enabled   hdisk51  fscsi4
Enabled   hdisk52  fscsi4
Enabled   hdisk53  fscsi4
Enabled   hdisk54  fscsi4
Enabled   hdisk55  fscsi4
Enabled   hdisk56  fscsi4
Enabled   hdisk57  fscsi4
Enabled   hdisk58  fscsi4
Enabled   hdisk59  fscsi4
Enabled   hdisk60  fscsi4
Enabled   hdisk61  fscsi4
Enabled   hdisk62  fscsi4
Enabled   hdisk63  fscsi4
Enabled   hdisk64  fscsi4
Enabled   hdisk65  fscsi4
Enabled   hdisk66  fscsi4
Enabled   hdisk67  fscsi4
Enabled   hdisk68  fscsi4
Enabled   hdisk69  fscsi4
Enabled   hdisk70  fscsi4
Enabled   hdisk71  fscsi4
Enabled   hdisk72  fscsi4
Enabled   hdisk73  fscsi4
Enabled   hdisk74  fscsi4
Enabled   hdisk75  fscsi4
Enabled   hdisk76  fscsi4
Enabled   hdisk77  fscsi4
Enabled   hdisk78  fscsi4
Enabled   hdisk79  fscsi4
Enabled   hdisk80  fscsi4
Enabled   hdisk81  fscsi4
Enabled   hdisk82  fscsi4
Enabled   hdisk83  fscsi4
Enabled   hdisk84  fscsi4
Enabled   hdisk85  fscsi4
Enabled   hdisk86  fscsi4
Enabled   hdisk87  fscsi4
Enabled   hdisk88  fscsi4
Enabled   hdisk89  fscsi4
Enabled   hdisk90  fscsi4
Enabled   hdisk91  fscsi4
Enabled   hdisk92  fscsi4
Enabled   hdisk93  fscsi4
Enabled   hdisk94  fscsi4
Enabled   hdisk95  fscsi4
Enabled   hdisk96  fscsi4
Enabled   hdisk97  fscsi4
Enabled   hdisk98  fscsi4
Enabled   hdisk99  fscsi4
Enabled   hdisk100 fscsi4
Enabled   hdisk101 fscsi4
Enabled   hdisk102 fscsi4
Enabled   hdisk103 fscsi4
Enabled   hdisk104 fscsi4
Enabled   hdisk105 fscsi4
Enabled   hdisk106 fscsi4
Enabled   hdisk107 fscsi4
Enabled   hdisk108 fscsi4
Enabled   hdisk109 fscsi4
Enabled   hdisk110 fscsi4
Enabled   hdisk111 fscsi4
Enabled   hdisk112 fscsi4
Enabled   hdisk113 fscsi4
Enabled   hdisk114 fscsi4
Enabled   hdisk50  fscsi4
Enabled   hdisk51  fscsi4
Enabled   hdisk52  fscsi4
Enabled   hdisk53  fscsi4
Enabled   hdisk54  fscsi4
Enabled   hdisk55  fscsi4
Enabled   hdisk56  fscsi4
Enabled   hdisk57  fscsi4
Enabled   hdisk58  fscsi4
Enabled   hdisk59  fscsi4
Enabled   hdisk60  fscsi4
Enabled   hdisk61  fscsi4
Enabled   hdisk62  fscsi4
Enabled   hdisk63  fscsi4
Enabled   hdisk64  fscsi4
Enabled   hdisk65  fscsi4
Enabled   hdisk66  fscsi4
Enabled   hdisk67  fscsi4
Enabled   hdisk68  fscsi4
Enabled   hdisk69  fscsi4
Enabled   hdisk70  fscsi4
Enabled   hdisk71  fscsi4
Enabled   hdisk72  fscsi4
Enabled   hdisk73  fscsi4
Enabled   hdisk74  fscsi4
Enabled   hdisk75  fscsi4
Enabled   hdisk76  fscsi4
Enabled   hdisk77  fscsi4
Enabled   hdisk78  fscsi4
Enabled   hdisk79  fscsi4
Enabled   hdisk80  fscsi4
Enabled   hdisk81  fscsi4
Enabled   hdisk82  fscsi4
Enabled   hdisk83  fscsi4
Enabled   hdisk84  fscsi4
Enabled   hdisk85  fscsi4
Enabled   hdisk86  fscsi4
