==== This output can be found in Systems/dx1010/storage/lspath-^H.txt ====
==== START lspath -H Tue Jul  7 13:17:51 CDT 2015 ====
status    name     parent

Enabled   hdisk625 fscsi4
Enabled   hdisk626 fscsi4
Available ses1     sas1
Available ses2     sas1
Enabled   hdisk1   sas1
Available pdisk1   sas1
Available pdisk2   sas1
Enabled   hdisk0   sas1
Enabled   hdisk2   sas1
Available pdisk3   sas1
Enabled   hdisk627 fscsi4
Enabled   hdisk628 fscsi4
Enabled   hdisk629 fscsi4
Enabled   hdisk630 fscsi4
Enabled   hdisk631 fscsi4
Enabled   hdisk632 fscsi4
Enabled   hdisk633 fscsi4
Enabled   hdisk634 fscsi4
Enabled   hdisk635 fscsi4
Enabled   hdisk636 fscsi4
Enabled   hdisk637 fscsi4
Enabled   hdisk638 fscsi4
Enabled   hdisk639 fscsi4
Enabled   hdisk640 fscsi4
Enabled   hdisk641 fscsi4
Enabled   hdisk642 fscsi4
Enabled   hdisk643 fscsi4
Enabled   hdisk644 fscsi4
Enabled   hdisk645 fscsi4
Enabled   hdisk646 fscsi4
Enabled   hdisk647 fscsi4
Enabled   hdisk648 fscsi4
Enabled   hdisk649 fscsi4
Enabled   hdisk650 fscsi4
Enabled   hdisk651 fscsi4
Enabled   hdisk652 fscsi4
Enabled   hdisk653 fscsi4
Enabled   hdisk654 fscsi4
Enabled   hdisk655 fscsi4
Enabled   hdisk656 fscsi4
Enabled   hdisk657 fscsi4
Enabled   hdisk658 fscsi4
Enabled   hdisk659 fscsi4
Enabled   hdisk660 fscsi4
Enabled   hdisk661 fscsi4
Enabled   hdisk662 fscsi4
Enabled   hdisk663 fscsi4
Enabled   hdisk664 fscsi4
Enabled   hdisk665 fscsi4
Enabled   hdisk666 fscsi4
Enabled   hdisk667 fscsi4
Enabled   hdisk668 fscsi4
Enabled   hdisk669 fscsi4
Enabled   hdisk670 fscsi4
Enabled   hdisk671 fscsi4
Enabled   hdisk672 fscsi4
Enabled   hdisk673 fscsi4
Enabled   hdisk674 fscsi4
Enabled   hdisk360 fscsi4
Enabled   hdisk361 fscsi4
Enabled   hdisk362 fscsi4
Enabled   hdisk363 fscsi4
Enabled   hdisk364 fscsi4
Enabled   hdisk365 fscsi4
Enabled   hdisk366 fscsi4
Enabled   hdisk367 fscsi4
Enabled   hdisk368 fscsi4
Enabled   hdisk369 fscsi4
Enabled   hdisk370 fscsi4
Enabled   hdisk675 fscsi4
Enabled   hdisk676 fscsi4
Enabled   hdisk677 fscsi4
Enabled   hdisk625 fscsi4
Enabled   hdisk626 fscsi4
Enabled   hdisk627 fscsi4
Enabled   hdisk628 fscsi4
Enabled   hdisk629 fscsi4
Enabled   hdisk630 fscsi4
Enabled   hdisk631 fscsi4
Enabled   hdisk632 fscsi4
Enabled   hdisk633 fscsi4
Enabled   hdisk634 fscsi4
Enabled   hdisk635 fscsi4
Enabled   hdisk636 fscsi4
Enabled   hdisk637 fscsi4
Enabled   hdisk638 fscsi4
Enabled   hdisk639 fscsi4
Enabled   hdisk640 fscsi4
Enabled   hdisk641 fscsi4
Enabled   hdisk642 fscsi4
Enabled   hdisk643 fscsi4
