==== This output can be found in Systems/dx977/os/ps_auxw.txt ====
==== START ps auxw Tue Jul  7 00:09:50 GST 2015 ====
USER          PID %CPU %MEM   SZ  RSS    TTY STAT    STIME  TIME COMMAND
oracle   50921894  0.0  0.0 1840 1920      - A      Jul 01  0:32 /bin/sh ./OSWatcher.sh 60 60 gzip /gsm_sys/dba/misc/oswbb/archive 
oracle   23986498  0.0  0.0 198396 169736      - A      Jul 05  0:06 oracleGSM (LOCAL=NO) 
root     34013352  0.0  0.0 6736 7824      - A      Apr 09  8:10 /usr/lpp/OV/bin/ovbbccb -nodaemon 
oracle   50726420  0.0  0.0 198012 169352      - A    02:10:40  0:05 oracleGSM (LOCAL=NO) 
root      2622024  0.0  0.0  448  448      - A      Apr 01  8:24 DPKP
root      7995858  0.0  0.0 14948 15788      - A      Apr 01  7:45 /usr/es/sbin/cluster/clinfo 
oracle   54067450  0.0  0.0 199164 170504      - A      Jul 05  0:05 oracleGSM (LOCAL=NO) 
root     33030884  0.0  0.0 35244 36516      - A      Apr 08  6:10 /bin/nsrexecd 
root         1920  0.0  0.0  448  448      - A      Apr 14  5:11 swapper
oracle   52166752  0.0  0.0 198460 169800      - A      Jul 05  0:04 oracleGSM (LOCAL=NO) 
root         2180  0.0  0.0  448  448      - A      Apr 14  5:05 swapper
root      4128848  0.0  0.0 1216 1216      - A      Apr 01  5:26 rpc.lockd
oracle   18743994  0.0  0.0 199932 171272      - A      Jul 02  0:16 ora_p001_GSM 
oracle   41680922  0.0  0.0 199420 170760      - A      Jul 02  0:16 ora_p000_GSM 
oracle   27066564  0.0  0.0 198140 169480      - A    02:30:32  0:03 oracleGSM (LOCAL=NO) 
oracle   26936884  0.0  0.0 198012 169352      - A    02:29:28  0:03 oracleGSM (LOCAL=NO) 
oracle   45023422  0.0  0.0 199100 170440      - A    02:13:17  0:03 oracleGSM (LOCAL=NO) 
oracle   26083546  0.0  0.0 200572 171912      - A      Jun 30  0:18 oracleGSM (LOCAL=NO) 
oracle    3016044  0.0  0.0 199356 170696      - A      Jul 02  0:13 ora_p003_GSM 
oracle   43450874  0.0  0.0 199356 170696      - A      Jul 02  0:13 ora_p002_GSM 
oracle   53872360  0.0  0.0 199356 170696      - A      Jul 02  0:13 ora_p004_GSM 
oracle   15467084  0.0  0.0 199356 170696      - A      Jul 02  0:13 ora_p005_GSM 
oracle    9633856  0.0  0.0 200828 172168      - A      Jun 30  0:17 oracleGSM (LOCAL=NO) 
root     28573768  0.0  0.0 1120 1160      - A      Apr 21  3:18 vmstat -Itw 10 
oracle    6292142  0.0  0.0 195644 164808      - A      Apr 02  3:48 ora_smco_GSM 
oracle   46137622  0.0  0.0 198204 169544      - A    13:29:10  0:01 oracleGSM (LOCAL=NO) 
oracle   36570776  0.0  0.0 199100 170440      - A    02:28:30  0:02 oracleGSM (LOCAL=NO) 
oracle   14681276  0.0  0.0 200956 172296      - A      Jun 30  0:14 oracleGSM (LOCAL=NO) 
oracle   46661848  0.0  0.0 201148 172488      - A    13:02:24  0:01 oracleGSM (LOCAL=NO) 
oracle   44499196  0.0  0.0 197628 168968      - A    12:37:18  0:01 oracleGSM (LOCAL=NO) 
oracle   28967662  0.0  0.0 201468 172808      - A      Jun 30  0:13 oracleGSM (LOCAL=NO) 
oracle   38928626  0.0  0.0 200444 171784      - A      Jul 01  0:12 oracleGSM (LOCAL=NO) 
oracle    9766438  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   30933038  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   20842154  0.0  0.0 196796 168136      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   31129698  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   37355782  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   32571630  0.0  0.0 195964 167304      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   33226866  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   38011028  0.0  0.0 195772 167112      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   63046372  0.0  0.0 195772 167112      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   52953160  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle    9242302  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   42401922  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   52560050  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle    9044640  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   45875208  0.0  0.0 195964 167304      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   19007038  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   38600984  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   61734944  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle    9110208  0.0  0.0 195964 167304      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   41681154  0.0  0.0 195964 167304      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   34865654  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   21038602  0.0  0.0 195836 167176      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   21300796  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   20185852  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   18350842  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   27002382  0.0  0.0 195836 167176      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   39126594  0.0  0.0 195836 167176      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle    4260684  0.0  0.0 195900 167240      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   10552786  0.0  0.0 196860 168200      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle   46662368  0.0  0.0 196860 168200      - A      Jul 03  0:07 oracleGSM (LOCAL=NO) 
oracle    8585430  0.0  0.0 194748 162376      - A      Apr 02  2:57 ora_mman_GSM 
oracle    9568704  0.0  0.0 194748 162760      - A      Apr 02  2:56 ora_diag_GSM 
root            1  0.0  0.0  840  856      - A      Apr 01  2:44 /etc/init 
oracle   27394786  0.0  0.0 197372 168712      - A      Jun 27  0:15 oracleGSM (LOCAL=NO) 
root     39649430  0.0  0.0 2052 3828      - A      Jun 30  0:10 sshd: root@pts/9 
root     10027644  0.0  0.0 2044 3820      - A      Jun 28  0:13 sshd: root@pts/4 
root      1376706  0.0  0.0 19072 19072      - A      Apr 01  2:18 j2pg
oracle   34144830  0.0  0.0 199356 170696      - A      Jul 05  0:02 oracleGSM (LOCAL=NO) 
oracle    4784888  0.0  0.0 218620 162312      - A      Apr 02  2:13 ora_arc0_GSM 
oracle   32965322  0.0  0.0 198844 170184      - A      Jul 02  0:06 oracleGSM (LOCAL=NO) 
root      2883886  0.0  0.0  492  508      - A      Apr 01  2:00 ./slp_srvreg -D 
root      4916182  0.0  0.0 4880 4992      - A      Apr 13  1:43 /usr/lpp/OV/lbin/eaagt/opcle -std 
root       917540  0.0  0.0  640  640      - A      Apr 01  1:57 pilegc
root      1900898  0.0  0.0 4772 4796      - A      Apr 01  1:54 /usr/sbin/cron 
oracle    8847606  0.0  0.0 194748 162248      - A      Apr 02  1:53 ora_gen0_GSM 
root      3211558  0.0  0.0 1988 16356      - A      Apr 01  1:51 /usr/sbin/aso 
root      3146378  0.0  0.0  780  792      - A      Apr 01  1:49 /usr/sbin/clconfd 
root      3604496  0.0  0.0 2600 2880      - A      Apr 01  1:46 sendmail: accepting connections 
oracle   23069708  0.0  0.0 198076 169416      - A    02:13:12  0:01 oracleGSM (LOCAL=NO) 
oracle   19202608  0.0  0.0 199100 170440      - A    02:10:46  0:01 oracleGSM (LOCAL=NO) 
oracle   51839408  0.0  0.0 199100 170440      - A      Jul 05  0:01 oracleGSM (LOCAL=NO) 
oracle   39256212  0.0  0.0 199164 170504      - A      Jul 05  0:01 oracleGSM (LOCAL=NO) 
oracle   11534392  0.0  0.0 199100 170440      - A      Jul 05  0:01 oracleGSM (LOCAL=NO) 
root      1180038  0.0  0.0  448  448      - A      Apr 01  1:20 netm
oracle   10944710  0.0  0.0 195772 163016      - A      Apr 02  1:13 ora_d000_GSM 
oracle    9896156  0.0  0.0 194620 162504      - A      Apr 02  1:07 ora_s000_GSM 
oracle    3278576  0.0  0.0 198396 169736      - A      Jul 05  0:01 oracleGSM (LOCAL=NO) 
oracle    9111218  0.0  0.0 196668 168008      - A      Jul 05  0:01 oracleGSM (LOCAL=NO) 
root      1901074  0.0  0.0  448  448      - A      Apr 01  1:00 pp2d
root     23659020  0.0  0.0 2120 3896      - A      Jul 01  0:03 sshd: root@notty 
root      4259908  0.0  0.0  384  384      - A      Apr 01  0:52 sec_rcv
oracle    7995632  0.0  0.0 201532 172424      - A      Apr 07  0:48 ora_q004_GSM 
root      2687254  0.0  0.0 13016 13048      - A      Apr 01  0:49 /opt/freeware/cimom/pegasus/bin/cimprovagt 0 12 16 root SLPProvide
oracle    2360166  0.0  0.0 195452 166792      - A      Jun 30  0:03 ora_q001_GSM 
oracle    7143672  0.0  0.0 194812 161672      - A      Apr 02  0:39 ora_qmnc_GSM 
oracle   13041910  0.0  0.0 197820 167304      - A      Apr 02  0:39 ora_reco_GSM 
root      4063530  0.0  0.0  516  588      - A      Apr 01  0:37 bin/nonstop_aix @/var/opt/tivoli/ep/runtime/nonstop/config/nonstop
root      1769752  0.0  0.0 9336 9428      - A      Apr 01  0:33 /opt/ibm/icc/cimom/bin/dirsnmpd 
oracle   64881244  0.0  0.0 197244 168584      - A      Jun 30  0:02 oracleGSM (LOCAL=NO) 
root      2621510  0.0  0.0 1888 2148      - A      Apr 01  0:30 /usr/sbin/aixmibd 
root        65802  0.0  0.0  448  448      - A      Apr 01  0:28 sched
root       196614  0.0  0.0  448  448      - A      Apr 01  0:28 sched
root        66062  0.0  0.0  448  448      - A      Apr 01  0:27 sched
root        67198  0.0  0.0  448  448      - A      Apr 14  0:23 sched
root      1835366  0.0  0.0  448  448      - A      Apr 01  0:24 clusterwide_rcv
root      2556106  0.0  0.0  448  448      - A      Apr 01  0:24 MpxGrDaemon
root     10879142  0.0  0.0 1416 1488      - A      Apr 01  0:22 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      7864748  0.0  0.0 1416 1488      - A      Apr 01  0:21 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      7864342  0.0  0.0 1416 1488      - A      Apr 01  0:21 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      4260540  0.0  0.0 1420 1492      - A      Apr 01  0:21 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root     11207076  0.0  0.0 1416 1488      - A      Apr 01  0:21 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      8323364  0.0  0.0 1416 1488      - A      Apr 01  0:21 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      3605106  0.0  0.0  880  952      - A      Apr 01  0:21 /usr/sbin/gsclvmd 
root     13500452  0.0  0.0 1420 1492      - A      Apr 01  0:20 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      8192576  0.0  0.0 1416 1488      - A      Apr 01  0:20 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root     10617338  0.0  0.0 1380 1452      - A      Apr 01  0:20 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014bf
root      7668436  0.0  0.0 1408 1480      - A      Apr 01  0:20 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      7078408  0.0  0.0 1420 1492      - A      Apr 01  0:20 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      7995938  0.0  0.0 1416 1488      - A      Apr 01  0:20 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f9ada100004c000000014c0
root      7603326  0.0  0.0 1340 1412      - A      Jun 15  0:04 /usr/sbin/gsclvmd -r 30 -i 300 -t 300 -c 00f92eec00004c000000014df
oracle   17695030  0.0  0.0 227324 198664      - A      Jun 30  0:01 oracleGSM (LOCAL=NO) 
root      2753004  0.0  0.0  956 1032      - A      Apr 01  0:13 /usr/lpp/perf/bin/midaemon 
root      2228790  0.0  0.0  448  448      - A      Apr 01  0:11 multisite_connection_monitor
root      2294296  0.0  0.0 7100 7160      - A      Apr 01  0:10 /opt/ibm/director/cimom/bin/tier1slp 
root      4653154  0.0  0.0 9768 9796      - A      Apr 01  0:09 /usr/bin/cimlistener 
root     32442062  0.0  0.0 4860 5236      - A      Jun 15  0:02 /usr/es/sbin/cluster/clevmgrd 
root     22937882  0.0  0.0 6704 6852      - A      Apr 09  0:08 /usr/lpp/OV/lbin/conf/ovconfd 
root      2949328  0.0  0.0  448  448      - A      Apr 01  0:08 n4bg
root      1507606  0.0  0.0  448  448      - A      Apr 01  0:08 rgsr
root      2097646  0.0  0.0 2540 2580      - A      Apr 01  0:06 /usr/lib/errdemon 
root      3276830  0.0  0.0  448  448      - A      Apr 01  0:06 aioLpool
root      1442230  0.0  0.0  448  448      - A      Apr 01  0:06 pp_filler
root      1704442  0.0  0.0  448  448      - A      Apr 01  0:05 rdpgc
root      1966552  0.0  0.0  448  448      - A      Apr 01  0:05 pp_skimmer
root      2621730  0.0  0.0 29732 29760      - A      Apr 01  0:04 [cimserve]
root      3277234  0.0  0.0 1412 3188      - A      Apr 01  0:02 /usr/sbin/sshd 
root      2163166  0.0  0.0 1740 2332      - A      Apr 01  0:02 /usr/sbin/snmpmibd 
root      2031930  0.0  0.0 1468 1508      - A      Apr 01  0:02 /usr/sbin/hostmibd 
oracle   58262032  0.0  0.0 195260 166600      - A    12:24:26  0:00 oracleGSM (LOCAL=NO) 
oracle   10552490  0.0  0.0 195260 166600      - A    02:10:39  0:00 oracleGSM (LOCAL=NO) 
oracle   58327648  0.0  0.0 195260 166600      - A    02:12:35  0:00 oracleGSM (LOCAL=NO) 
oracle   58196524  0.0  0.0 195260 166600      - A    02:12:37  0:00 oracleGSM (LOCAL=NO) 
oracle   56361574  0.0  0.0 195260 166600      - A    02:10:05  0:00 oracleGSM (LOCAL=NO) 
oracle   10290192  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   10683610  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   56099412  0.0  0.0 195260 166600      - A      Jul 03  0:00 oracleGSM (LOCAL=NO) 
oracle   10749100  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   58393180  0.0  0.0 195260 166600      - A    02:10:01  0:00 oracleGSM (LOCAL=NO) 
oracle   56295960  0.0  0.0 195260 166600      - A      Jul 03  0:00 oracleGSM (LOCAL=NO) 
oracle   56164922  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   58131028  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   57148134  0.0  0.0 195260 166600      - A    02:28:12  0:00 oracleGSM (LOCAL=NO) 
oracle   57082474  0.0  0.0 195260 166600      - A    02:10:04  0:00 oracleGSM (LOCAL=NO) 
oracle   56754740  0.0  0.0 195260 166600      - A    02:10:04  0:00 oracleGSM (LOCAL=NO) 
oracle   57279084  0.0  0.0 195260 166600      - A    12:24:41  0:00 oracleGSM (LOCAL=NO) 
oracle    9634914  0.0  0.0 195580 166920      - A    00:09:32  0:00 ora_p030_GSM 
oracle   10159222  0.0  0.0 195260 166600      - A    02:10:40  0:00 oracleGSM (LOCAL=NO) 
oracle   56689212  0.0  0.0 195260 166600      - A    02:27:50  0:00 oracleGSM (LOCAL=NO) 
oracle    9765984  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   56427250  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   57344580  0.0  0.0 195260 166600      - A    02:27:35  0:00 oracleGSM (LOCAL=NO) 
oracle   17105976  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   57410170  0.0  0.0 195260 166600      - A      Jul 03  0:00 oracleGSM (LOCAL=NO) 
oracle   58458650  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   60818174  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   60687052  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle    8848488  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle    9045160  0.0  0.0 195260 166600      - A    15:43:27  0:00 oracleGSM (LOCAL=NO) 
oracle   60424876  0.0  0.0 195260 166600      - A    02:12:31  0:00 oracleGSM (LOCAL=NO) 
oracle   60293842  0.0  0.0 195260 166600      - A    02:10:00  0:00 oracleGSM (LOCAL=NO) 
oracle   60621376  0.0  0.0 195772 167112      - A    23:42:56  0:00 oracleGSM (LOCAL=NO) 
oracle    9176198  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   61407896  0.0  0.0  792  840  pts/1 A      Jun 22  0:00 -ksh 
oracle   61342274  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   61539002  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   61473504  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   17368156  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle    8783094  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   61014572  0.0  0.0 195772 167112      - A    23:42:33  0:00 oracleGSM (LOCAL=NO) 
oracle   60949184  0.0  0.0 195260 166600      - A      Jul 03  0:00 oracleGSM (LOCAL=NO) 
oracle   60228230  0.0  0.0 195772 167112      - A    23:42:06  0:00 oracleGSM (LOCAL=NO) 
oracle   58786346  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle    9438444  0.0  0.0 195260 166600      - A    12:24:46  0:00 oracleGSM (LOCAL=NO) 
oracle   59048610  0.0  0.0 195260 166600      - A    02:27:35  0:00 oracleGSM (LOCAL=NO) 
oracle   17237048  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   58655274  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle    9503898  0.0  0.0 195260 166600      - A    02:27:42  0:00 oracleGSM (LOCAL=NO) 
oracle   17171616  0.0  0.0 195772 167112      - A    23:42:42  0:00 oracleGSM (LOCAL=NO) 
oracle   58720998  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   59572838  0.0  0.0 195260 166600      - A    02:28:10  0:00 oracleGSM (LOCAL=NO) 
oracle    9307220  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   60162710  0.0  0.0 195260 166600      - A    02:29:47  0:00 oracleGSM (LOCAL=NO) 
oracle   59900614  0.0  0.0 195260 166600      - A    02:12:35  0:00 oracleGSM (LOCAL=NO) 
oracle   59179766  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   59114000  0.0  0.0 195260 166600      - A    02:27:32  0:00 oracleGSM (LOCAL=NO) 
oracle   59310788  0.0  0.0 195260 166600      - A    02:10:00  0:00 oracleGSM (LOCAL=NO) 
oracle   59245138  0.0  0.0 195260 166600      - A    02:27:39  0:00 oracleGSM (LOCAL=NO) 
oracle   15402166  0.0  0.0 197692 169032      - A    02:10:22  0:00 oracleGSM (LOCAL=NO) 
oracle   51708514  0.0  0.0 195260 166600      - A    02:12:37  0:00 oracleGSM (LOCAL=NO) 
oracle   12452900  0.0  0.0 195260 166600      - A    02:27:39  0:00 oracleGSM (LOCAL=NO) 
root     51839704  0.0  0.0 2408 3228  pts/7 A    11:52:03  0:00 bash 
oracle   15140020  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   12846272  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   51512016  0.0  0.0 195260 166600      - A      Jul 03  0:00 oracleGSM (LOCAL=NO) 
oracle   49611322  0.0  0.0 195260 166600      - A    02:10:55  0:00 oracleGSM (LOCAL=NO) 
oracle   12321960  0.0  0.0 195260 166600      - A    02:10:29  0:00 oracleGSM (LOCAL=NO) 
oracle   15664364  0.0  0.0 195260 166600      - A    02:13:02  0:00 oracleGSM (LOCAL=NO) 
oracle   12059810  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   11797674  0.0  0.0 195260 166600      - A    02:27:35  0:00 oracleGSM (LOCAL=NO) 
oracle   51970732  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   12256460  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   51905044  0.0  0.0 195260 166600      - A    13:24:45  0:00 oracleGSM (LOCAL=NO) 
oracle   15467710  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   49545824  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   50266690  0.0  0.0 195260 166600      - A    02:12:37  0:00 oracleGSM (LOCAL=NO) 
root     14746814  0.0  0.0  792  840  pts/7 A    11:52:01  0:00 -ksh 
oracle   49742412  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   14353554  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   50070158  0.0  0.0 195260 166600      - A    02:10:09  0:00 oracleGSM (LOCAL=NO) 
oracle   15008934  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   14877870  0.0  0.0 195260 166600      - A    02:09:59  0:00 oracleGSM (LOCAL=NO) 
oracle   50135778  0.0  0.0 195260 166600      - A    02:10:09  0:00 oracleGSM (LOCAL=NO) 
oracle   50594492  0.0  0.0 195260 166600      - A    02:10:09  0:00 oracleGSM (LOCAL=NO) 
oracle   13501504  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   51380970  0.0  0.0 195260 166600      - A    02:10:08  0:00 oracleGSM (LOCAL=NO) 
oracle   12977162  0.0  0.0 195260 166600      - A    12:24:31  0:00 oracleGSM (LOCAL=NO) 
oracle   51446494  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   50791154  0.0  0.0 195260 166600      - A    15:45:07  0:00 oracleGSM (LOCAL=NO) 
oracle   13632530  0.0  0.0 195260 166600      - A    02:10:22  0:00 oracleGSM (LOCAL=NO) 
oracle   51315392  0.0  0.0 195260 166600      - A    02:10:09  0:00 oracleGSM (LOCAL=NO) 
oracle   50856542  0.0  0.0 195260 166600      - A    02:10:27  0:00 oracleGSM (LOCAL=NO) 
oracle   11601074  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   54592170  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   54395610  0.0  0.0 195772 167112      - A    23:42:50  0:00 oracleGSM (LOCAL=NO) 
root     54919902  0.0  0.0 1384 2784      - A      Jul 03  0:00 sshd: oracle [priv] 
oracle   16909442  0.0  0.0 195260 166600      - A    02:09:59  0:00 oracleGSM (LOCAL=NO) 
oracle   54133410  0.0  0.0 197692 169032      - A    02:10:27  0:00 oracleGSM (LOCAL=NO) 
oracle   54067782  0.0  0.0 195260 166600      - A    02:27:35  0:00 oracleGSM (LOCAL=NO) 
oracle   54264424  0.0  0.0 195260 166600      - A      Jul 03  0:00 oracleGSM (LOCAL=NO) 
oracle   54198956  0.0  0.0 195260 166600      - A    02:12:37  0:00 oracleGSM (LOCAL=NO) 
oracle   55050902  0.0  0.0 195260 166600      - A    13:22:42  0:00 oracleGSM (LOCAL=NO) 
oracle   49152536  0.0  0.0 195260 166600      - A    02:10:09  0:00 oracleGSM (LOCAL=NO) 
oracle   55640644  0.0  0.0 195260 166600      - A      Jul 03  0:00 oracleGSM (LOCAL=NO) 
oracle   10814510  0.0  0.0 195260 166600      - A    02:27:45  0:00 oracleGSM (LOCAL=NO) 
oracle   55771884  0.0  0.0 195260 166600      - A      Jul 03  0:00 oracleGSM (LOCAL=NO) 
oracle   10945658  0.0  0.0 195260 166600      - A      Jul 05  0:00 oracleGSM (LOCAL=NO) 
oracle   55247412  0.0  0.0 195260 166600      - A    02:12:37  0:00 oracleGSM (LOCAL=NO) 
root     55509628  0.0  0.0  924  348  pts/7 A    00:09:25  0:00 /bin/sh /tmp/pcat/pcat/./pcat-os.sh aa 
oracle   55378572  0.0  0.0 195260 166600      - A    02:10:05  0:00 oracleGSM (LOCAL=NO) 
oracle   16385072  0.0  0.0 195260 166600      - A    02:27:32  0:00 oracleGSM (LOCAL=NO) 
oracle   52691668  0.0  0.0 195260 166600      - A    17:42:10  0:00 oracleGSM (LOCAL=NO) 
oracle   11076746  0.0  0.0 195260 166600      - A      Jul 03  0:00 oracleGSM (LOCAL=NO) 
oracle   11142196  0.0  0.0 195260 166600      - A    02:10:33  0:00 oracleGSM (LOCAL=NO) 
oracle   49480388  0.0  0.0 195260 166600      - A    02:28:20  0:00 oracleGSM (LOCAL=NO) 
oracle   11273376  0.0  0.0 195260 166600      - A    02:27:40  0:00 oracleGSM (LOCAL=NO) 
oracle   52363850  0.0  0.0 195260 166600      - A      Jul 03  0:00 oracleGSM (LOCAL=NO) 
oracle   11207886  0.0  0.0 198012 169352      - A    12:36:43  0:00 oracleGSM (LOCAL=NO) 
oracle   53084714  0.0  0.0 195260 166600      - A    02:10:09  0:00 oracleGSM (LOCAL=NO) 
oracle   53871108  0.0  0.0 195260 166600      - A    02:28:15  0:00 oracleGSM (LOCAL=NO) 
oracle   16778290  0.0  0.0 195260 166600      - A    02:09:58  0:00 oracleGSM (LOCAL=NO) 
oracle   54002388  0.0  0.0 195260 166600      - A    02:10:07  0:00 oracleGSM (LOCAL=NO) 
oracle   53936830  0.0  0.0 195260 166600      - A    02:27:56  0:00 oracleGSM (LOCAL=NO) 
oracle   16712952  0.0  0.0 195260 166600      - A    13:28:40  0:00 oracleGSM (LOCAL=NO) 
oracle   49283828  0.0  0.0 195260 166600      - A      Jul 03  0:00 oracleGSM (LOCAL=NO) 
