==== This output can be found in Systems/dx977/os/iostat-^A.txt ====
==== START iostat -A Tue Jul  7 00:10:39 GST 2015 ====

System configuration: lcpu=48 drives=839 ent=6.00 paths=0 vdisks=10 maxserver=1440

aio: avgc avfc maxgc maxfc maxreqs avg-cpu: % user % sys % idle % iowait physc % entc
     39.3  0.0   254     0    131072            22.5   5.6   68.8      3.0   2.6   42.7

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk487         0.0       2.4       0.0   26652380         0
hdisk481         0.2      68.2       0.2   580996369  164874596
hdisk485         0.0       2.4       0.0   26753188     15684
hdisk480         0.2      68.3       0.2   581447385  165088012
hdisk493         0.0       4.0       0.0   21944898  21763036
hdisk479         0.2      68.3       0.2   582015395  164754500
hdisk574         0.0       1.7       0.0   18850192    232392
hdisk482         0.0       2.5       0.0   26861368         0
hdisk492         0.0       4.0       0.0   22047537  21648232
hdisk486         0.0       2.5       0.0   27084945         0
hdisk575         0.5     135.7       8.4   1476103809   8074688
hdisk491         0.0       4.0       0.0   22049301  21687604
hdisk633         0.0       0.0       0.0      43352         0
hdisk632         0.0       0.0       0.0         18     15444
hdisk681         0.0       0.0       0.0         25         0
hdisk634         0.0       0.0       0.0         15     15456
hdisk680         0.0       0.0       0.0      81205         0
hdisk576         0.2      46.7       2.8   510364866    585924

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk630         0.2      75.6       0.6   306834936  519790404
hdisk631         0.0       0.0       0.0      38161         0
hdisk683         0.0       0.0       0.0         21         0
hdisk0           0.0       3.0       0.2    1548166  31288056
hdisk684         0.0       0.0       0.0         22         0
hdisk686         0.0       0.0       0.0         25         0
hdisk689         0.0       0.0       0.0         23         0
hdisk687         0.0       0.0       0.0         20     15156
hdisk3           0.0       0.1       0.0    1467294    145038
hdisk682         0.0       0.0       0.0         22         0
hdisk84          0.2      28.9       0.2   309830290   6256092
hdisk13          0.0       0.3       0.0     474592   3171536
hdisk85          0.3      29.0       0.2   311115598   6437732
hdisk685         0.0       0.0       0.0         25         0
hdisk88          0.2      29.6       0.2   316883716   6496340
hdisk83          0.2      29.3       0.2   313469905   7021632
hdisk87          0.2      28.3       0.2   303514441   6487512
hdisk688         0.0       0.0       0.0         21         0
hdisk90          0.2      27.9       0.2   298118815   6898852
hdisk93          0.2      26.7       0.2   285279191   6442796
hdisk92          0.2      25.9       0.2   276568541   6523268
hdisk95          0.2      27.3       0.2   291945076   6673520
hdisk96          0.2      29.8       0.2   319769888   6415016
hdisk86          0.2      28.1       0.2   300779182   6472024

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk89          0.2      27.9       0.2   298874743   6410396
hdisk94          0.2      24.5       0.2   261294534   6301392
hdisk91          0.2      26.7       0.2   285375667   6446448
hdisk99          0.2      30.6       0.2   327807913   6780356
hdisk101         0.2      32.0       0.2   343500514   6967620
hdisk102         0.2      26.7       0.2   285651564   6061796
hdisk103         0.2      27.0       0.2   289179036   6549376
hdisk97          0.3      28.2       0.2   301987380   6409800
hdisk106         0.2      27.0       0.2   289076008   6570672
hdisk109         0.2      27.7       0.2   296135342   6601964
hdisk100         0.2      31.0       0.2   333148717   6176048
hdisk105         0.2      28.7       0.2   307317684   6320320
hdisk107         0.2      25.6       0.2   273381542   6739184
hdisk108         0.2      26.7       0.2   285096242   6712584
hdisk113         0.3      24.9       0.9   136294135  135710172
hdisk110         0.2      29.2       0.2   312646114   6765136
hdisk98          0.2      28.3       0.2   303628057   6427388
hdisk112         0.3      25.3       0.9   137949802  138581708
hdisk104         0.2      29.8       0.2   319695852   6757148
hdisk116         0.4      25.2       0.9   138284595  137520000
hdisk111         0.2      28.4       0.2   303637611   6694864
hdisk121         0.2      67.9       0.2   579951761  162363724
hdisk122         0.2      67.8       0.2   579150353  162402376
hdisk118         0.2      67.4       0.2   575114336  162410824

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk115         0.4      25.2       0.9   138459556  137071800
hdisk119         0.2      67.6       0.2   576769917  162322708
hdisk114         0.3      24.9       0.9   138149990  134390080
hdisk123         0.2      67.7       0.2   578885768  161453056
hdisk120         0.2      67.8       0.2   579353891  162447688
hdisk117         0.3      24.8       0.9   137341777  133477396
hdisk126         0.2      67.6       0.1   576954431  161990300
hdisk125         0.2      67.6       0.2   577685739  161992368
hdisk124         0.2      67.8       0.2   579816682  161718304
hdisk130         0.2      67.8       0.2   578788721  163079324
hdisk128         0.2      67.6       0.2   577905900  161397300
hdisk129         0.2      67.8       0.2   578411714  162881896
hdisk132         0.2      67.8       0.2   579617558  161972600
hdisk134         0.2      67.6       0.2   577930252  161975940
hdisk137         0.2      67.6       0.2   578220692  161165092
hdisk133         0.2      67.7       0.2   578436303  162425124
hdisk131         0.2      67.9       0.2   580144957  162349264
hdisk127         0.2      67.5       0.2   576266438  162372328
hdisk141         0.0       2.4       0.0   26764059     15588
hdisk139         0.0       2.4       0.0   26781007         0
hdisk146         0.2      76.0       0.6   311014398  520049548
hdisk136         0.2      67.6       0.2   577636813  161670704
hdisk147         0.0       4.0       0.0   21821076  21485688
hdisk138         0.0       2.5       0.0   26899135         0

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk144         0.0       2.4       0.0   26632280         0
hdisk135         0.2      67.6       0.2   578317115  161369892
hdisk143         0.0       2.4       0.0   26713796         0
hdisk148         0.0       4.0       0.0   21895245  21536920
hdisk142         0.0       2.5       0.0   26855216         0
hdisk140         0.0       2.5       0.0   26888518         0
hdisk145         0.0       2.4       0.0   26772506         0
hdisk635         0.2      77.6       0.6   317534491  530686584
hdisk579         0.0       1.8       0.0   19044158    231872
hdisk637         0.0       0.0       0.0         17     15904
hdisk636         0.0       0.0       0.0      37561         0
hdisk638         0.0       0.0       0.0      40876         0
hdisk581         0.2      46.0       2.8   502781972    586708
hdisk639         0.0       0.0       0.0         19     15664
hdisk149         0.0       4.0       0.0   21708081  21603680
hdisk691         0.0       0.0       0.0         22         0
hdisk690         0.0       0.0       0.0      76086         0
hdisk580         0.6     136.1       8.4   1480545812   8113680
hdisk697         0.0       0.0       0.0         33     15924
hdisk695         0.0       0.0       0.0         31         0
hdisk698         0.0       0.0       0.0         28         0
hdisk699         0.0       0.0       0.0         25         0
hdisk692         0.0       0.0       0.0         29         0
hdisk694         0.0       0.0       0.0         30         0

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk615         0.5     224.4       1.1   818348780  1635784785
hdisk693         0.0       0.0       0.0         27         0
hdisk608         0.5     224.1       1.1   816659411  1633873348
hdisk696         0.0       0.0       0.0         31         0
hdisk609         0.5     224.1       1.1   816153333  1634361383
hdisk494         0.0       3.0       0.2    1393628  31885520
hdisk498         0.2      29.3       0.2   313723756   6359704
hdisk614         0.5     223.9       1.1   816001426  1633404679
hdisk497         0.2      29.8       0.2   319166811   7096596
hdisk499         0.3      29.3       0.2   314322161   6582380
hdisk495         0.0       0.1       0.0     628863    149263
hdisk496         0.0       0.3       0.0     468085   3217116
hdisk501         0.2      28.7       0.2   307301732   6616844
hdisk745         0.0       0.0       0.0         17         0
hdisk500         0.2      28.5       0.2   304602512   6611436
hdisk502         0.2      29.8       0.2   319441959   6739536
hdisk503         0.2      28.2       0.2   302430614   6454820
hdisk746         0.0       0.0       0.0         17         0
hdisk504         0.2      28.3       0.2   302059562   7056324
hdisk506         0.2      26.2       0.2   280245477   6647360
hdisk505         0.2      27.0       0.2   289049399   6587700
hdisk507         0.2      26.9       0.2   288230144   6485508
hdisk508         0.2      24.8       0.2   264578540   6420356
hdisk509         0.2      27.7       0.2   295773461   6769460

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk510         0.2      30.2       0.2   323364115   6538464
hdisk511         0.3      28.5       0.2   305663940   6529292
hdisk513         0.2      31.0       0.2   332071701   6797856
hdisk512         0.2      28.7       0.2   306937460   6472052
hdisk514         0.2      31.3       0.2   336056363   6367768
hdisk515         0.2      32.4       0.2   346897440   7103788
hdisk517         0.2      27.3       0.2   291939430   6605452
hdisk516         0.2      26.9       0.2   288275530   6180304
hdisk518         0.2      30.1       0.2   322745096   6917476
hdisk519         0.2      29.0       0.2   311026132   6462464
hdisk521         0.2      26.0       0.2   277722136   6891616
hdisk522         0.2      27.0       0.2   288633135   6880020
hdisk524         0.2      29.5       0.2   315429712   6816124
hdisk523         0.2      28.0       0.2   299938225   6807956
hdisk525         0.2      28.7       0.2   307291632   6838736
hdisk526         0.3      25.6       0.9   140086850  140003300
hdisk520         0.2      27.4       0.2   292820570   6589460
hdisk529         0.4      25.5       0.9   140390531  138480492
hdisk527         0.3      25.1       0.9   137989751  137081316
hdisk531         0.3      25.1       0.9   139484122  135010500
hdisk528         0.3      25.2       0.9   139722775  135975612
hdisk530         0.4      25.5       0.9   140035747  138853960
hdisk534         0.2      69.0       0.2   588195338  166043216
hdisk533         0.2      68.6       0.2   584442297  165586600

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk535         0.2      68.9       0.2   587751236  165439320
hdisk532         0.2      68.5       0.2   583717673  165119964
hdisk536         0.2      68.8       0.2   587497678  165266480
hdisk538         0.2      68.8       0.2   587725987  164913864
hdisk542         0.2      68.8       0.2   586934718  165587812
hdisk540         0.2      68.6       0.2   585624341  164988296
hdisk539         0.2      68.7       0.2   586176155  165546988
hdisk545         0.2      69.0       0.2   588751934  165651124
hdisk541         0.2      68.8       0.2   586109901  166156704
hdisk546         0.2      69.0       0.2   588455566  165908272
hdisk548         0.2      68.8       0.2   586784019  166051512
hdisk547         0.2      68.6       0.2   585811697  164973692
hdisk543         0.2      68.8       0.2   587017804  165710620
hdisk544         0.2      68.8       0.2   586846772  165643416
hdisk551         0.2      68.7       0.2   585914995  165716496
hdisk550         0.2      68.7       0.2   585784588  165362004
hdisk552         0.0       2.5       0.0   27278457         0
hdisk553         0.0       2.5       0.0   27300476         0
hdisk549         0.2      68.8       0.2   586530127  165895056
hdisk557         0.0       2.5       0.0   27124331         0
hdisk556         0.0       2.5       0.0   27323485         0
hdisk537         0.2      68.9       0.2   587613135  165531144
hdisk558         0.0       2.5       0.0   27222259         0
hdisk560         0.2      77.7       0.6   315300836  534297672

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk554         0.0       2.5       0.0   27381840         0
hdisk561         0.0       4.0       0.0   22263838  21899076
hdisk555         0.0       2.5       0.0   27372890     16256
hdisk563         0.0       4.0       0.0   22010962  21729184
hdisk585         0.5     136.7       8.5   1486734742   8106868
hdisk584         0.0       1.8       0.0   19063370    234400
hdisk640         0.2      76.4       0.6   310006999  525401312
hdisk642         0.0       0.0       0.0         24     15820
hdisk641         0.0       0.0       0.0      26165         0
hdisk643         0.0       0.0       0.0      27093         0
hdisk586         0.2      47.1       2.8   514632713    586108
hdisk701         0.0       0.0       0.0         42         0
hdisk559         0.0       2.5       0.0   27227351         0
hdisk704         0.0       0.0       0.0         41         0
hdisk644         0.0       0.0       0.0         18     15996
hdisk705         0.0       0.0       0.0         36         0
hdisk700         0.0       0.0       0.0      55521         0
hdisk562         0.0       4.0       0.0   22174973  21877416
hdisk702         0.0       0.0       0.0         35         0
hdisk706         0.0       0.0       0.0         43         0
hdisk703         0.0       0.0       0.0         40         0
hdisk708         0.0       0.0       0.0         38         0
hdisk2           0.0       3.0       0.2    1408895  31529376
hdisk153         0.2      28.3       0.2   302731719   6492284

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk707         0.0       0.0       0.0         36     15844
hdisk151         0.2      29.1       0.2   311851743   6261704
hdisk155         0.2      29.7       0.2   318006364   6533420
hdisk5           0.0       0.1       0.0     562729    146577
hdisk14          0.0       0.3       0.0     461996   3143232
hdisk157         0.2      28.0       0.2   299673760   7048956
hdisk152         0.3      29.1       0.2   312049632   6582960
hdisk156         0.2      28.1       0.2   300785712   6493932
hdisk154         0.2      28.5       0.2   305261188   6451972
hdisk158         0.2      26.9       0.2   288148548   6459980
hdisk709         0.0       0.0       0.0         40         0
hdisk150         0.2      29.6       0.2   316500100   6987284
hdisk163         0.2      29.9       0.2   320200626   6483484
hdisk159         0.2      26.1       0.2   278864545   6569084
hdisk161         0.2      24.7       0.2   263425570   6308532
hdisk165         0.2      28.6       0.2   305979063   6389140
hdisk166         0.2      30.8       0.2   329933528   6785656
hdisk168         0.2      32.1       0.2   344458858   7004016
hdisk162         0.2      27.5       0.2   294000924   6659960
hdisk169         0.2      26.7       0.2   285592640   6104712
hdisk167         0.2      31.2       0.2   335475469   6290120
hdisk170         0.2      27.2       0.2   291125953   6546444
hdisk164         0.3      28.5       0.2   305303942   6502380
hdisk172         0.2      28.9       0.2   309463690   6290324

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk160         0.2      26.8       0.2   287116143   6434332
hdisk173         0.2      27.3       0.2   292068393   6559016
hdisk174         0.2      25.9       0.2   276278387   6767416
hdisk175         0.2      26.9       0.2   287623319   6741540
hdisk171         0.2      30.0       0.2   321060629   6810272
hdisk176         0.2      27.9       0.2   298230034   6599576
hdisk179         0.3      25.5       0.9   139431115  139290392
hdisk177         0.2      29.3       0.2   313685215   6765704
hdisk180         0.3      25.0       0.9   137470836  136388064
hdisk178         0.2      28.6       0.2   305514471   6762924
hdisk185         0.2      67.9       0.2   579880054  162573088
hdisk186         0.2      67.9       0.2   580877474  161788392
hdisk181         0.3      25.1       0.9   139066235  135257952
hdisk182         0.4      25.3       0.9   139512497  137739796
hdisk184         0.3      24.9       0.9   138391520  134386960
hdisk188         0.2      68.2       0.2   583536580  162366472
hdisk190         0.2      68.3       0.2   584002678  162843748
hdisk183         0.4      25.4       0.9   139286005  138339796
hdisk189         0.2      68.2       0.2   583824171  162605576
hdisk191         0.2      68.3       0.2   584357109  162987340
hdisk192         0.2      68.1       0.2   582080699  162950380
hdisk193         0.2      68.1       0.2   581902785  162430896
hdisk194         0.2      68.1       0.2   581789696  162590040
hdisk187         0.2      68.2       0.2   584260150  162145940

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk195         0.2      68.2       0.2   582742263  162699712
hdisk198         0.2      68.3       0.2   584622790  162796252
hdisk199         0.2      68.3       0.2   584133770  162410144
hdisk197         0.2      68.1       0.2   582256807  162533932
