==== This output can be found in Systems/dx979/perf/mpstat-a.txt ====
==== START mpstat -a Tue Jul  7 00:32:42 GST 2015 ====

System configuration: lcpu=48 ent=6.0 mode=Uncapped 

cpu    min    maj   mpcs   mpcr    dev   soft    dec     ph     cs    ics  bound     rq   push S3pull  S3grd  S0rd  S1rd  S2rd  S3rd  S4rd  S5rd   sysc    us    sy    wa    id    pc   %ec   ilcs   vlcs S3hrd S4hrd S5hrd
 19  11951    706    599 1728403 44483988 543912 5268102 481230 1180689 339034      0      0      0    152     57  60.4  29.1   0.0  10.5   0.0   0.0 2687028   1.4   5.1   0.1  93.4  0.00   0.0 2639496 47234565  94.5   5.5   0.0     0
 20 81450768 3041767   2899 1728613 124228669 1594678 101816215 20215423 562049778 71367202      0      0      0 9145200 27267351  85.4   0.4   0.0   7.8   0.0   6.5 1123120950  78.4  17.9   1.9   1.9  0.01   0.0 10554148 374687354  85.6  14.4   0.0     0
 21 2455965 189361   1870 1728405 99329653 1051975 19702375 5029707 43546096 5774697      0      0      0  11838  18400  88.3  11.2   0.0   0.5   0.0   0.1 84555182  36.1   7.7   3.2  53.1  0.00   0.0 4868844 131603180  95.2   4.8   0.0     0
 22  58826   7970   1815 1728403 96894742 989717 7699678 926475 2266225 550803      0      0      0     49   2727  75.5  20.8   0.0   3.6   0.0   0.1 3895352   2.2   6.6   0.2  91.0  0.00   0.0 2518392 102840968  85.6  14.4   0.0     0
 23  51109   7521   1750 1728403 94942759 932935 7535766 867247 2262065 550418      0      0      0     57   2837  75.8  20.5   0.0   3.6   0.0   0.1 3837487   1.9   6.5   0.2  91.4  0.00   0.0 2476531 100782660  85.7  14.3   0.0     0
 24 13913020 761224  68062 1727023 28972195 579541 21770814 10240306 182484144 23688824      0      0      0 7065499 941549  74.9   0.4   0.0  20.3   0.0   4.5 525174035  79.0  18.8   1.1   1.1  0.00   0.0 11400079 85619814  76.8  23.2   0.0     0
 25 433342  38759    277 1728404 23192616 458132 6651529 1618023 12546417 1327140      0      0      0  59912  11062  80.2  16.9   0.0   2.3   0.0   0.6 37821614  26.5   7.8   2.7  63.0  0.00   0.0 4304619 31631159  90.5   9.5   0.0     0
 26  13859    653    215 1728403 22504130 422824 4168430 390753 1178942 335371      0      0      0    150    146  60.4  29.4   0.0  10.2   0.0   0.0 2727701   2.8   5.3   0.2  91.7  0.00   0.0 2808217 23972189  94.3   5.7   0.0     0
 27  13016    598    232 1728403 21961903 391057 4158646 373749 1163187 335322      0      0      0    157     88  60.1  29.3   0.0  10.5   0.0   0.0 2502170   2.7   5.1   0.2  92.0  0.00   0.0 2781505 23415258  94.3   5.7   0.0     0
 28 47698290 1608950   2023 1728504 89983187 1056685 76236320 13906161 343014502 31935868      0      0      0 4247217 19305094  85.1   0.3   0.0   7.7   0.0   6.9 664687050  77.9  17.3   2.1   2.8  0.00   0.0 10553742 279853357  86.4  13.6   0.0     0
 29 1366218 125774   1007 1728404 62072293 758843 13151227 3932949 31867489 3286664      0      0      0  10274  17593  89.3  10.0   0.0   0.6   0.0   0.1 62462231  39.4   7.8   2.9  49.9  0.00   0.0 5010668 86988924  95.2   4.8   0.0     0
 30  57447   7952    980 1728403 60460520 730115 6664421 710222 2104556 460404      0      0      0     46   2780  76.8  19.3   0.0   3.7   0.0   0.1 3690955   3.0   6.8   0.3  89.9  0.00   0.0 2695047 65108652  84.9  15.1   0.0     0
 31  42898   7898   1022 1728403 59154736 684787 6554911 665949 2037537 452356      0      0      0     38   2736  76.6  19.4   0.0   3.9   0.0   0.1 3507148   2.7   6.6   0.3  90.4  0.00   0.0 2651934 63710764  84.5  15.5   0.0     0
 32 7370166 403002    219 1728457 17248015 422369 12359544 7482978 113158859 14786183      0      0      0 4768138 636996  72.3   0.5   0.0  22.3   0.0   5.0 308400878  80.7  16.9   1.2   1.2  0.00   0.0 10495344 50417467  74.4  25.6   0.0     0
 33 307242  33303    131 1728403 14345059 364882 5698637 1383564 10772511 1145861      0      0      0  57619  10642  79.9  16.8   0.0   2.6   0.0   0.6 30344949  32.6   8.4   3.2  55.8  0.00   0.0 4260582 21225480  90.1   9.9   0.0     0
 34  16004    611    137 1728403 13881732 327549 3831747 336417 1152505 334285      0      0      0    152     63  60.1  30.0   0.0   9.9   0.0   0.0 2623057   4.3   5.6   0.3  89.9  0.00   0.0 2852689 14930175  94.3   5.7   0.0     0
 35  14621    480    106 1728403 13517185 309660 3817690 320187 1161466 336968      0      0      0    172     31  60.0  29.4   0.0  10.6   0.0   0.0 2679362   4.1   5.3   0.3  90.2  0.00   0.0 2823412 14557975  94.3   5.7   0.0     0
 36 285256776 8935633 744780 1714032 399964736 13301890 351328836 30571290 1332573561 152694537      0      0      0 15380559 72097496  92.3   1.2   0.0   0.0   0.0   6.5 5780483366  69.2  23.3   3.8   3.7  0.02   0.0 4047812 1082328255  79.9  20.1   0.0     0
 37 40655154 1885382  10935 1728842 324520094 2450575 92747384 15410049 201949520 23250290      0      0      0    548 139407  89.2  10.8   0.0   0.0   0.0   0.1 791647880  54.6  10.4   5.5  29.5  0.01   0.0 3640937 460550135  88.6  11.4   0.0     0
 38 3037861 188727  10472 1728535 317054557 1867435 31511404 4590563 30995014 2992487      0      0      0      0 126815  90.4   9.2   0.0   0.0   0.0   0.4 74658295  11.0   8.8   1.7  78.6  0.01   0.0 1631556 359258567  94.6   5.4   0.0     0
 39 2745091 180853  10562 1728461 312126197 1818531 29776573 4115557 30324460 2753879      0      0      0      1 126820  90.6   9.0   0.0   0.0   0.0   0.4 72347823   9.2   8.7   1.7  80.4  0.01   0.0 1526133 353786071  94.4   5.6   0.0     0
 40 20719611 765688    641 1728461 39778673 712276 34942547 9425822 190601321 17655461      0      0      0 2385426 12639121  83.4   0.3   0.0   8.3   0.0   8.0 364782718  79.5  15.2   2.3   2.9  0.00   0.0 8982590 148323775  85.3  14.7   0.0     0
 41 985288  98160    498 1728403 33333277 558571 9250269 3141581 24734418 2276129      0      0      0   9195  17100  89.8   9.3   0.0   0.7   0.0   0.1 48835552  47.5   7.9   3.2  41.4  0.00   0.0 4970967 52326180  95.2   4.8   0.0     0
 42  35823   6641    449 1728403 32358927 523453 5146674 558739 1961806 431711      0      0      0     56   2931  76.6  19.3   0.0   3.9   0.0   0.2 3439136   4.8   6.9   0.4  87.9  0.00   0.0 2752203 35410183  84.2  15.8   0.0     0
 43  34615   7001    483 1728403 31578586 493461 5077276 527518 1918635 429973      0      0      0     88   2795  76.4  19.3   0.0   4.1   0.0   0.2 3262082   4.5   6.7   0.5  88.4  0.00   0.0 2720740 34553528  84.0  16.0   0.0     0
 44 4682421 265532  63936 1727556 612919936 3094188 47086083 7508189 79633997 10612185      0      0      0 3484076 464746  71.0   0.6   0.0  23.1   0.0   5.2 211053202  43.7  47.4   0.7   8.2  0.00   0.0 7450291 677661761  73.5  26.5   0.0     0
 45 291313  29871 169292 1724806 9892978 284388 5130030 1227989 9479622 1045637      0      0      0  55336   9943  79.5  17.0   0.0   2.8   0.0   0.7 26004040  13.8   3.2   1.3  81.7  0.00   0.0 4069133 15623952  89.8  10.2   0.0     0
 46  11153    571     93 1728403 9557367 259918 3673287 298921 1148513 333938      0      0      0    242     67  60.3  29.9   0.0   9.7   0.0   0.0 2843026   1.7   1.6   0.1  96.6  0.00   0.0 2792360 10425203  94.4   5.6   0.0     0
 47   9873    592     84 1728403 9295631 241860 3658338 282557 1178007 338431      0      0      0    225     76  60.5  29.2   0.0  10.3   0.0   0.0 2497579   1.5   1.5   0.1  96.9  0.00   0.0 2766182 10169057  94.4   5.6   0.0     0
ALL 2170343908 72969132 81457309 81456198 8052483666 212136279 3718210779 380817200 15598000654 3793748937      3      9    421 233274089 298117277  91.5   1.0   0.0   4.1   0.0   3.4 62659555751  45.1  19.2   1.6  34.0  0.31   5.1 225086351 12273750254  81.5  18.5   0.0     0
==== EXITED with rc 0 ====
==== END mpstat -a Tue Jul  7 00:32:42 GST 2015 ====
