==== This output can be found in Systems/dx987/perf/mpstat-a.txt ====
==== START mpstat -a Mon Jul  6 23:51:46 GST 2015 ====

System configuration: lcpu=32 ent=3.6 mode=Uncapped 

cpu    min    maj   mpcs   mpcr    dev   soft    dec     ph     cs    ics  bound     rq   push S3pull  S3grd  S0rd  S1rd  S2rd  S3rd  S4rd  S5rd   sysc    us    sy    wa    id    pc   %ec   ilcs   vlcs S3hrd S4hrd S5hrd
 19     56      0    599   2890  12636     23 3164020  13154 520239 519999      0      0      0      0      0   0.2  99.8   0.0   0.0   0.0   0.0    658   0.0  14.9   0.0  85.1  0.00   0.0 1568419  46127   0.1  99.9   0.0     0
 20 7099932    513   1108   2890  19183   2109 11297539  57907 649344 537170      0      0      0     81  12163  20.9   0.0   0.0   0.3   0.0  78.8 9720487  24.9  46.0   0.0  29.1  0.00   0.0 5766640 272607  24.3  75.7   0.0     0
 21   9455      0    639   2890  11908     42 3163713  11540 520726 520319      0      0      0      0      0   0.3  99.7   0.0   0.0   0.0   0.0  13510   0.0  17.6   0.0  82.3  0.00   0.0 1568594  45675   0.3  99.7   0.0     0
 22      1      0    670   2890  11810     43 3162983  11156 519809 519568      0      0      0      0      0   0.1  99.9   0.0   0.0   0.0   0.0    603   0.0  17.2   0.0  82.8  0.00   0.0 1568479  44759   0.1  99.9   0.0     0
 23      0      0    716   2890  11950     31 3162731  13016 519757 519517      0      0      0      0      0   0.1  99.9   0.0   0.0   0.0   0.0    601   0.0  17.0   0.0  83.0  0.00   0.0 1568456  44684   0.1  99.9   0.0     0
 24 5624432    475  65603   2890 15307026 203025 157446685 272935 606895 527109      0      0      0   1499   2716  15.7   0.0   0.0   1.2   0.0  83.1 11047185   5.4  58.3   0.0  36.3  0.00   0.0   6510 173194099  98.1   1.9   0.0     0
 25  26022      0    263   2890   7865     38 3158246   5410 520522 519765      0      0      0      0      0   0.3  99.7   0.0   0.0   0.0   0.0  77085   0.0   1.1   0.0  98.9  0.00   0.0 1568612  37117 100.0   0.0   0.0     0
 26      0      0    245   2890   7676     32 3157354   7696 519733 519493      0      0      0      0      0   0.1  99.9   0.0   0.0   0.0   0.0    606   0.0   1.1   0.0  98.9  0.00   0.0 1568470  35384 100.0   0.0   0.0     0
 27      1      0    236   2890   7502     22 3157499   9478 519720 519480      0      0      0      0      0   0.1  99.9   0.0   0.0   0.0   0.0    606   0.0   1.0   0.0  99.0  0.00   0.0 1568445  35457 100.0   0.0   0.0     0
 28 3459044    164    260   2890   8952    336 11244128  49688 579169 533655      0      0      0   1089   7374  10.2   0.0   0.0   0.6   0.0  89.1 6357713  11.9  49.5   0.0  38.6  0.00   0.0 5767845 126097  13.3  86.7   0.0     0
 29   9380      0    178   2890   5743     15 3153483  12452 520326 519873      0      0      0      0      0   0.2  99.8   0.0   0.0   0.0   0.0   8120   0.0  18.8   0.0  81.2  0.00   0.0 1568984  30476   0.2  99.8   0.0     0
 30    102      0    197   2890   5653     19 3153525  11564 519684 519444      0      0      0      0      0   0.1  99.9   0.0   0.0   0.0   0.0   1001   0.0  18.2   0.0  81.8  0.00   0.0 1568902  30134   0.1  99.9   0.0     0
 31    550      0    176   2890   5639     20 3153562  13035 519668 519428      0      0      0      0      0   0.1  99.9   0.0   0.0   0.0   0.0  11773   0.0  18.8   0.0  81.2  0.00   0.0 1568897  30208   0.1  99.9   0.0     0
ALL 1155933255 177535 487578 481801 92456858 325705542 1671401666 11037250 896712306 36498079      2      2      3 201313 9848897  97.3   1.3   0.0   0.0   0.0   1.3 3334557523   6.1  47.1   0.0  46.8  0.01   0.4 66166446 1666007282  20.5  79.5   0.0     0
==== EXITED with rc 0 ====
==== END mpstat -a Mon Jul  6 23:51:46 GST 2015 ====
