==== This output can be found in Systems/dx980/os/fileprint_var_adm_sulog.txt ====
==== START fileprint /var/adm/sulog Mon Jul  6 23:12:48 GST 2015 ====
==== BEGIN Contents of /var/adm/sulog ====
SU 03/02 06:07 + tty?? root-pconsole
SU 03/02 06:26 + tty?? root-pconsole
SU 03/03 01:59 + tty?? root-pconsole
SU 03/03 02:04 + tty?? root-pconsole
SU 03/03 02:16 + tty?? root-pconsole
SU 03/03 02:25 + tty?? root-pconsole
SU 03/03 02:30 + tty?? root-pconsole
SU 03/04 02:08 + tty?? root-pconsole
SU 03/04 06:04 + tty?? root-pconsole
SU 03/05 10:33 + tty?? root-pconsole
SU 03/05 10:38 + tty?? root-pconsole
SU 03/05 12:21 + tty?? root-pconsole
SU 03/05 12:26 + tty?? root-pconsole
SU 03/05 13:29 + tty?? root-pconsole
SU 03/05 13:41 + tty?? root-pconsole
SU 03/05 14:18 + tty?? root-pconsole
SU 03/05 14:57 + tty?? root-pconsole
SU 03/05 21:05 + tty?? root-pconsole
SU 03/05 21:28 + tty?? root-pconsole
SU 03/05 22:24 + tty?? root-pconsole
SU 03/05 22:57 + tty?? root-pconsole
SU 03/05 23:05 + tty?? root-pconsole
SU 03/06 23:51 + pts/1 root-oracle
SU 03/07 00:04 + pts/1 root-oracle
SU 03/07 10:41 + pts/1 root-oracle
SU 03/07 10:53 + pts/1 root-oracle
SU 03/07 11:45 + pts/2 root-oracle
SU 03/07 12:11 + pts/0 root-oracle
SU 03/07 12:24 + pts/0 root-oracle
SU 03/07 12:24 + pts/2 root-oracle
SU 03/07 12:45 + pts/1 root-oracle
SU 03/07 12:54 + pts/1 root-oracle
SU 03/07 13:13 + pts/1 root-oracle
SU 03/07 13:24 + pts/1 root-oracle
SU 03/07 13:45 + pts/0 root-oracle
SU 03/07 13:53 + pts/0 root-oracle
SU 03/07 13:54 + tty?? root-pconsole
SU 03/07 21:18 + tty?? root-pconsole
SU 03/07 22:01 + tty?? root-pconsole
SU 03/07 22:10 + tty?? root-pconsole
SU 03/19 14:31 + tty?? root-pconsole
SU 03/19 14:39 + tty?? root-pconsole
SU 03/19 15:33 + tty?? root-pconsole
SU 03/19 15:41 + tty?? root-pconsole
SU 03/19 15:59 + tty?? root-pconsole
SU 03/19 16:07 + tty?? root-pconsole
SU 03/19 18:22 + pts/0 root-oracle
SU 03/19 20:47 + pts/0 root-oracle
SU 03/26 14:55 + pts/3 root-gprsgg
SU 03/26 18:38 + tty?? root-pconsole
SU 03/26 19:07 + tty?? root-pconsole
SU 03/26 23:54 + tty?? root-pconsole
SU 03/27 00:03 + tty?? root-pconsole
SU 03/27 07:42 + tty?? root-pconsole
SU 03/27 07:51 + tty?? root-pconsole
SU 03/27 07:53 + tty?? root-pconsole
SU 03/27 08:02 + tty?? root-pconsole
SU 03/27 22:20 + tty?? root-oracle
SU 03/27 22:22 + tty?? root-oracle
SU 03/29 16:55 + tty?? root-oracle
SU 03/29 18:33 + tty?? root-oracle
SU 03/30 16:34 + pts/1 root-gprsgg
SU 03/31 15:17 + pts/8 root-oracle
SU 03/31 16:00 + tty?? root-pconsole
SU 04/01 06:18 + tty?? root-pconsole
SU 04/01 07:16 + tty?? root-pconsole
SU 04/01 08:33 + tty?? root-pconsole
SU 04/01 09:10 + tty?? root-pconsole
SU 04/01 09:18 + tty?? root-pconsole
SU 04/01 12:04 + tty?? root-pconsole
SU 04/01 12:13 + tty?? root-pconsole
SU 04/01 12:33 + tty?? root-pconsole
SU 04/01 12:42 + tty?? root-pconsole
SU 04/01 14:01 + tty?? root-pconsole
SU 04/01 14:10 + tty?? root-pconsole
SU 04/01 16:30 + tty?? root-pconsole
SU 04/01 17:59 + tty?? root-pconsole
SU 04/01 20:40 + tty?? root-oracle
SU 04/01 20:41 + pts/0 root-oracle
SU 04/01 21:09 + tty?? root-oracle
SU 04/03 01:03 + pts/4 root-oracle
SU 06/04 07:02 + tty?? root-oracle
SU 06/04 07:29 + tty?? root-oracle
SU 06/12 01:22 + tty?? root-pconsole
SU 06/29 21:12 + tty?? root-oracle
SU 06/29 21:45 + tty?? root-oracle
SU 06/30 14:59 + pts/1 root-oracle
==== END Contents of /var/adm/sulog ====
==== EXITED with rc 0 ====
==== END fileprint /var/adm/sulog Mon Jul  6 23:12:48 GST 2015 ====
